isEdited,userName,rating,date,review,title,developerResponse
FALSE,WTFisfritopie,4,12/17/2020 19:57,"I’ve been using Chime for a couple of years. I just don’t go into a bank anymore. The only reason why I am going to open up a separate account with a brick and mortar is because in the next few years I want to get a decent home loan and usually being a member of the bank will help with that. Other than that this is perfect especially for people that aren’t ready to make a major purchase yet. I have had issues in the past and they have been resolved quickly and customer support is quick to ask. For those that are having issues with the chatbot, you can just type “human” and you can submit something to them and they usually get back to me within less than 12 hours probably about four. There have been times where the system has been down. This is why I’m removing a star. The system has been down several times in the past year by several I mean like maybe three but that’s still too many times. I have a credit card as back up. Working in IT myself I can’t actually be too upset. Things happen. I am prepared.
I would not recommend this for somebody that is old-school but if you never really go into your bank or use checks anymore… (You CAN send a check from the app and it is mailed) this is for you.",It’s wonderful.,
FALSE,lliicciiaa,1,1/20/2020 21:19,"They do not follow their terms & conditions, they do absolutely whatever they want and get away with it because you’re just one customer and they’re a big bank. Spotme terms & conditions clearly state that you need *MONTHLY* direct deposits of over $500 in order to qualify. I check my statements monthly, and my deposits are always well over $500. My most recent check on Jan 12 was less than $500- i was expecting that since it was from Christmas/New Years and my job is always slow around then. Well because of that, my spotme was turned off and now the app is harassing me to “set up direct deposit”. It would’ve been nice if they waited until the end of the month, when my monthly deposit would’ve been well over $500 again. Don’t ever bother reaching out to support, both people I talked to sent me the exact same email, word for word, that had nothing to do with what I asked. When I replied saying that’s not what I asked, I received the same email AGAIN. They’re very unprofessional, if you have a lower check than usual they’ll assume you’re not depositing your entire check and turn off spotme, and if you don’t tip them (never heard of having to tip a bank??) they won’t care about what you have to say or any problems you experience with them. When I asked if I had tipped for using spotme, would this happen and their response was “probably not”. So now I’m signing up for a new bank and my balance will sit at -$45.",Liars,"{'id': 13049531, 'body': 'If you could please send us an email to appstore@chime.com with the email address on your account, we’ll be happy to look into this for you. \n', 'modified': '2020-01-22T01:18:28Z'}"
FALSE,Dhmacf,5,6/7/2018 0:45,"Unfortunately due to a career loss, having to start over and struggling financially for 3 years I had no other choice but to file bankruptcy. I was told by my legal counsel that the bank account I had would potentially freeze my limited funds because one of my credit cards was linked to my checking. They encouraged me to seek a new checking account so I could maintain what money I had. Because my credit was now poor, I was denied by two other banks a checking account. Most big banks now run your credit along with Check Systems to deem you a desirable customer. I researched my options and found Chime on a tech blog. I’m so very glad I found it! It is no frills checking and savings with a super simple app. It’s a traditional debit card in every sense. It’s Visa so you can use it virtually anywhere! Get cash back with groceries. Tons of ATM’s through money pass with NO fees! I know it may not be for everyone, but if you are sick of big banks and all their fees and tactics, I encourage you to give Chime a try. I’m very grateful to have an option like Chime. It saved me a lot of grief at a time when I’m already feeling insurmountable pressure.",Best decision I was forced to make!!,
FALSE,L Lew,4,11/18/2020 21:21,"Chime is the bank of the future and it’s done an amazing job. I love banking with Chime. It’s incredibly simple through its reliable app. The platform is simple, well laid out, pleasant to view, and gives you just the right info at your finger tips. Each time I spend from my account Chime alerts me with the transaction amount and remaining balance. Not to mention NO FEES!  When I think of how much procrastination has cost me in fees?? That payment that cleared when I wasn’t expecting it ...  then auto withdrawals stack one on top of another??  $$$ I’m sick. Chimes new credit builder is like a gift program for you. Here!  Here is a great way to build your credit without even trying!  Chime will even “spot you” some cash over time to help cover your expenses. You earn your spot amount over time and it comes out of your next deposit. Easy. Wonderful!
Downsides include no checks.  ( I hate checks and thought I’d never need any, but have found sometimes you just do.)  The “Chime Bot” in the app is not helpful. It’s infuriating not being able to get answers. It’s kind of like You last Alexa over and over and she has no answer to anything.  
Overall though Chime is very satisfying and I am so happy to have it.","Amazing, almost.",
FALSE,Karima👏🏽,1,8/31/2020 15:36,"Do NOT OPEN AN ACCOUNT WITH CHIME!!!! Go to local bank that have real walk-ins and actual have real people you can speak with face to face. I requested information on a transaction that was made and they decided to rather give me more information about the transaction they deactivated my card. I never gave them the agreement to close my card. I found out the hard way while i was shopping and trying to purchase my itmes and my card was declining. I called customer service multiple times to tell them that it was an error from their side. I requested a temporary card and THEY DO NOT GIVE YOU TEMPORARY CARD AT ALLL!!! You are stuck waiting two weeks for a new card to come! You can not even take out your money and they lie to you by telling you can transfer your money to another bank for “easy access” but once i link another bank and try to move my money, my money disappeared!!!! They lost my money and its not in my chime account and its not in my other bank account. Talking to customer service is the worst, they will just transfer you to another department and ask you the same three questions because they themselves dont know what they are doing. Worst bank ever! They dont help you when you need help! They dont value you as a customer! I SUGGEST you open an account with a local bank that gives you Temporary cards while your card is being shipped out.",REAL REVIEW WORTH READING!!!,"{'id': 17654311, 'body': 'We would like to chat with you with regards to your experience with us. Can you provide us your Chime email address at appstore@chime.com so that we can reach out?', 'modified': '2020-09-02T16:58:49Z'}"
FALSE,Normsbaby,5,9/17/2020 15:36,"I’m loving my Chime account.  Having all the functions easily accessed on my phone has allowed me to manage my money more efficiently and monitor expenditures in real time. The absence of high fees is wonderful. I love both the ease of transferring money between accounts as well as the Spot Me feature for months when the budget is very tight.   Although ATMs that recognize the Chime card are not very common, I haven’t found that to be a drawback; I rarely carry cash at all anymore and haven’t missed it. I don’t miss having a checking account, since on the rare occasions when I need to pay a bill by check, I can do it through the Chime app for free. The only drawback I’ve encountered is that some businesses, particularly those that only exist online, do not recognize the Chime routing number. I’ve been able to find workarounds for all but one of them. I don’t know the reason they won’t accept payments from Chime, but hopefully Chime is working with those entities to remove whatever barriers exist. I highly recommend Chime. It’s more convenient and has saved me money over the months I’ve been using it.",Very Happy I switched to Chime,
FALSE,Ahase Canderson,5,5/13/2020 0:52,"Starting off, I opened a Chime account because I started traveling with work. I was dealing with a brick and mortar bank that really wasn’t able to do the things I needed being away from home. Apprehensive at first I set my direct deposit up and turn on both the roundup savings feature and the 10% saving feature. It has made saving mindless and reflects in your balance instantly. 
My FAVORITE feature about chime though is its statements. It, well pretty accurately categorizes your expenses and you can see what amount of money goes to what each month. This is huge. It really does bring some spending habits to the front and center. 
One thing that is heavily advertised is the ability to get your check credited two days early. I can attest to that, it happens every week for me. I signed up to see if it works and have now got accustomed to it, and it has come in handy with having to drive sometimes across the country at a moments notice. 
Overall, I have had a very good experience switching to Chime and look forward to banking with them for many years moving on!","Chime, the modern answer to an age old system.",
FALSE,stephens jessica,1,12/7/2020 0:17,"I have been a chime bank for over two years I put a lot of money into this bank recently ,I had my card disabled because I couldn’t find it. And chime bank lead budget Rent-A-Car take out every single time in my bank account and $3200 on top of my unemployment and now I’m -$75 I called them to try to get some of my money back because it was an unauthorized transaction not only was the card disabled they had blocked this company in the past so they let them take my whole entire bank account I have a five-year-old and I don’t even have a dollar I told him that I wouldn’t be able to even feed my son they did not care and they told me I would have to wait till the 18th I don’t know what I’m gonna do I’m freaking out and I don’t even know how to feed my son so thank you so much chime bank as soon as I get my money back i’m going to be closing this bank account it’s really disappointing because I really like them but not answer the situation you don’t they should’ve never allowed I don’t care what company it is to take more than you even have in your bank account they -258 on my bank account but if I would’ve took my card in place order I would’ve got denied so someone made a state mistake no one will help me and they don’t care if me and my son starve! Thank you chime bank during a pandemic when. I’m laid off",So disappointed in chime,"{'id': 19626710, 'body': 'Thanks for bringing this to our attention. If you could please send us an email to appstore@chime.com with the email address on your account, we can look into this further. \n', 'modified': '2020-12-08T18:42:31Z'}"
FALSE,Krzzybzh,5,9/11/2019 8:10,"I’ve had an account with Chime since they began. And I have yet to have a complaint. The app is kept updated and runs very smoothly. I like the auto savings feature. I do wish there was an interest gathering savings and more banking features like loans etc but it’ll come I’m sure. Many companies have followed Chime to online banking (which I believe will take over banking and do away with brick and mortar banking eventually)but none of the others are quite as well established. I’ve referred many people to chime and they’ve done away with their banks and rely solely on chime too. 
   I haven’t seen rewards and bonuses lately like once would surprise me. But there are offers and a few discounts available. And I dislike how I have to enter my pin every time I move away from the chime screen. Even to go back n forth to copy/enter routing number account number on  another app and go back to chime, even when I didn’t close it out. But it’s fine also. Their customer service is outstanding. And security has never been an issue. I have nothing negative to say about Chime.",Innovative and valuable,
FALSE,cjc810,5,8/16/2019 19:47,"It used to be such a hassle to use a home, getting a new card — they wouldn’t expedite a new card, and since it’s an online bank, you were screwed until it came. And customer service, multiple times, when asked what recourse I had would say, “it’s probably a good idea to keep a back up bank account.” But now, they’ve gotten a lot better about the process of getting a new card reissued. They now accept mobile check deposits, at least up to a certain amount. And the Spot Me feature they’ve just come out with is really cool, since Chime doesn’t usually work with the other apps that will front you money when you need it. Also, there’s no withdrawal limit on ATMs which is really cool. It looks like they’re finally starting to get their act together. The only thing I’m still annoyed by is that my card is issued in my nickname, so if I get a check written out to my legal name, they won’t cash it. Other than that, they’ve fixed most of the issues I used to have with them. I appreciate it!",Services have improved,
FALSE,sjlsl jekskckxkc,1,7/14/2020 16:08,"I’ve been a user of Chime for over a year now and I wish I could be pleased with this company. The $100 limit for SpotMe is impossible to attain no matter how frequently your paychecks come or the amount they come in. I’ve been a faithful repaying customer in SpotMe over the last year and my limit only reached $45, then fell to $20 when I lost my job due to Covid. I referred over five friends who signed up for chime through my link. The link my chime app gave me was faulty and didn’t give me proper credit for the incentive, so I forwarded Chime plenty of screenshots and emails proof so that they would see I was the reason for those new users and get the incentive. Chime did not apologize for the faulty link, did not accommodate any type of manual incentive, and the agents who responded closed all of my issues and told me they couldn’t do anything. If you have any type of issues with SpotMe or the friends incentive, chime agents can do nothing for you. They give you long wordy excuses about how there’s many factors involved and how nothing can be done and close their issue. What’s the point of having representatives if there is nothing they can do, even to keep a loyal customer. This company is a scam, go to a trusted bank if you want to see them follow through with advertised benefits because this isn’t for you.",False advertising,
FALSE,juanCMercedes,1,3/31/2020 18:38,"You are the worst! All of you should do yourself a favor and dip out ASAP. I am dealing with a fraud and it is taking more then 60 days for them to complete. Every time I try to get a hold of them they keep telling me 45days on the 47th day and 45days after. Always 45 days. They refuse to return my funds and never have a live representative to talk too. Their Resolution department does not have a phone number and refuses to talk to anyone. Their HORRIBLE. I just went out and got a new bank account. This bank can ruin someone’s life with all the loop holes you have to go through if 1 thing goes wrong. You have no protection on your card and info. Good luck if your trying to speak to someone who speaks proper English. Your dealing with someone else’s money you should know how to talk so they understand. I was also lied too and told by A representative that I would have my money back into my account on November 30. I saw that it was never there so I called back and was told again, 45 days. I will never use them again. I had the case reopen and been waiting with PROOF and all. I refuse to put any money into that account until it’s solved. But I just went out and got another bank account that is much better. Do yourself a favor don’t deal with the hassle and get something that will protect you.",I don’t even know they have 4.8,"{'id': 14422016, 'body': 'If you could please send us an email to appstore@chime.com with the email address on your account, we’ll be happy to look into this for you. \n', 'modified': '2020-04-02T21:16:11Z'}"
FALSE,A. A. H.,4,11/26/2019 12:27,"It is true that people write a bad review before a good one. Overall I enjoy chime, I get paid early and with it being a holiday week I got paid EXTRA early which was a pleasant surprise. They did have a recent shut down that did decline our cards when we tried to use them for 2 days which was inconvenient and kind of embarrassing but the issue was fixed and they continued to show remorse. My only suggestion is I wish it showed the ending balance as purchases are made on the statement.  I don’t like not being able to look back on purchases of deposits and not see what it brought my balance to at that time. I work at financial institutions and sometimes that’s what we require for proof of payment, so the fact that my bank doesn’t provided that is something that definitely sticks out for me; and in general it would help me keep track of my spending a lot better to know what I keep my balances at throughout the weeks. They seem good at looking at reviews, not sure if this is a concern for anyone else to make it a change but it would be nice if that be involved in a near future update.","Convenient, gets the job done.",
FALSE,Hfhjjvcjk,1,1/25/2021 0:57,"They advertised $100 spot me limit, I’ve had them almost a year, close to $40,000 I’ve put in this account in 10 months and they’ve only given me $20 spot me til this day, on the very few rare times you can actually get through on the phone (Customer service is a joke that’s non existent) they always tell me they can’t lift my spot me limit to their advertised $100 limit. They need to be sued for false advertising. If you ever have a problem with a charge, good luck getting through to a live representative, they forward you to a chat box in the app in which they took 3 days to respond to me in ( I’ve Got The Receipts to prove it ). I highly suggest signing up for other banks that actually give you what they advertise like Current, who pays you up to 2 days early ( chime advertises 2 days early but I’m never paid then, always paid 1 day early) and actually gives you the $100 credit limit. Chime is a joke that I’ve waisted almost a year of my life dealing with, credit builder was the only thing that stopped me from closing sooner, but it’s been 2 months and they still haven’t reported to 1 bureau after I’ve spent $4000 on their credit builder card ( I’ve got proof ). If i could give them -10 stars i would, i think it goes without saying that i dislike this joke of a bank. DO NOT BANK HERE !!! TRUST ME !!!",I DO NOT SUGGEST CHIME !!!,
FALSE,HillSide4x,1,2/8/2020 9:50,"If I don’t receive my Chime card by Monday. Chime loosing a new customer and customer service is down how. Very suspicious things with Chime that puts red flags now. I’m stepping out on faith by joining. Now I’m regretting the whole account I opened and also did the direct deposit which makes thing even worse for Chime. I give the lowest star until my card arrives and I am able to get my money. The customer service is rude I talked to a supervisor name Sylvia she says they can’t expedite mail why not. Every prepaid debit card company has that option. Yes I reported them to the better business bureau FDIC and other accredited agencies. When it comes to my money I can careless. They playing like they can’t track it or see what’s going on I’ll just give a boost and a push so Chris, Chime CEO please expect a lawsuit from me due to this matter. I don’t care about who doesn’t like this review neither. So Chris, CEO get me money now to avoid it or just deal with it. I’ve made police reports about this matter. The AHC or ACH options seems to me as not an option but they will send the link. Chris, CEO you will be hearing from my lawyer. CEO Chris I’m taking this matter to the press today at noon. It’s ten days later no card and Chime can’t expedite another card well I’m going to explain everything to the news press today at noon.",No Chime card after date given,
FALSE,Koty_S_Lori_R,1,1/30/2021 2:47,"I got this account with the debit card with the spending account and the credit card for the credit builder account. I also put money in my savings to save up. I did this all to help me save money and to help build my credit score. At first it wasn’t showing up on my credit report until I reported it multiple times to a robot. Can’t even talk to a real person. And today I checked my credit score, it made my score go down 53 points. I was 10 points away from being able to get a home owners loan and now I’m screwed. It also reported that I owe $57 and I don’t owe any money. I have made every single payment on time. This was the worst decision and I wish I knew before I completely screwed myself and ruined my credit. I’m beyond angry. This was suppose to help and it hurt me more than anything. Even more than owing on other credit cards as well as being late on another account AND owing medical bills. DONT get an account with Chime if you are trying to better yourself because it will only hurt you I’m so upset right now I don’t even know what to do. This is the worst thing that has ever happened to my credit. And the house I was about to get for my family, isn’t going to happen. I’m angry and I’m hurt and now my family has to suffer because of it as well. This is an absolute outrage.",Horrible decision.,
FALSE,JM5376,3,1/14/2021 18:50,"I got Chime originally as another “direct deposit” alternative to my regular bank account. Bonus, you could get paid 2 days early!! That was at the beginning and it was fantastic up until the last month or so. I never had issues with getting my direct deposit or mobile check cashing, again until recently. I used to mobile deposit and my money was available right away and best of all no fees for anything and I even had the overdraft. Which if I had a short week, it was just perfect for gas or groceries, but not so much to take my next paycheck. Recently, things have started to change. I’ve had to call more than once about my money and check cashing. My direct deposit always hit the same time because payroll always sends the same time. But it still is not posted and that’s even with the direct deposit receipt from chime to my employer. It’s sad really, I truly enjoyed the ease but when getting my money means I have to use the bot to get a call, it’s time to move on. I also had the credit builder and am glad I waited because if I have issues with getting my direct deposit, I can only imagine what would come up with the credit builder.",Loved it and then.....,
FALSE,Bornastar,1,3/27/2019 20:37,"This was the first time I opened an account at a bank I could not physically attend. This was a brand new account. Decided to have our refund deposited into it. BIG MISTAKE. They started asking for proof of refund which we sent. They pushed the funds through. We had access to the funds in the account for over 2 weeks after the fact....Then, I try to log in to check the balance and pay a bill...account suspended. The only explanation I was given is that something (that something could never be fully explained) was falling outside of their banking terms? They asked for a bunch of other info (License, SS cards, Utility Bill) to unsuspend the account. I’m like REALLY?? Can someone tell me what is happening? Nothing. Me thinking it’s just some kind of misunderstanding I sent in the necessary documents and still no answer. I’m now feeling like my money is being stolen and we’re being defrauded! They have over $2k frozen that we can’t get an answer as to why! I’m so upset I could cry. I have no idea what happened, I’m getting no explanation and I’m in the process of seeking an attorney! This bank takes people’s money and suspends accounts for no reason and provides no explanation. Do not trust them with your money!! 8 years I’ve done the same transaction with my regular bank and I’ve never had this issue. NEVER.",RUN,"{'id': 7972084, 'body': 'We are sorry to hear about your frustration with your member experience. When you get the chance can you please send us an email to appstore@chime.com with the email address on the account? Our team will look forward to hearing back from you soon.', 'modified': '2019-03-29T17:50:00Z'}"
TRUE,Matt21179,1,12/30/2018 19:21,"I opened a Chime account after seeing it was so highly rated. Big mistake. I had $450 deposited into my account. The terms 
say that you can do one transaction before you get your debit card. Not true. I emailed the company to ask why I was not getting my one transaction. They kept sending me the same response that had nothing to do with my question. I tried transferring the money to my PayPal account. I’ve verified the account with PayPal. Chime still would not send my money to me. Or to my PayPal.
I bet I sent them over 10 messages. And then all of the sudden I get an email saying that my account has been closed. With no mention of the $450 that I deposited. If you were looking for a quick alternative to PayPal, this is not the answer. You never get to talk to live person in customer service. What a joke. I wish I knew how to file a complaint with the Better Business Bureau.
I wish that I could post screenshots of the conversations I have had with their “customer service”. What a joke. They’ll take your money (instantly), freeze your account (30 days except they’ll tell you you can have one transaction which isn’t true), then they can close your account for any reason they deem okay. To top it off, you’ll have to wait 30 days to get your money back. (In the form of a check.)",FRAUD ALERT!!,"{'id': 6595186, 'body': 'Hello Matt, thanks for your feedback, we do provide a reason with every account we close. If you could please send us an email to appstore@chime.com with the email address on the account, we can investigate this further.', 'modified': '2018-12-28T19:50:13Z'}"
FALSE,crowndrive,1,10/25/2019 13:04,"Chime has some of the worst customer experience, and that’s compared to notoriously bad companies like Bank of America. I closed my account to quickly after I requested all my funds be transferred out, and so my bank kicked them back to Chime, who had already closed my account.

I got an email saying I needed to provide a written statement from my bank, into why the transaction was sent back and a list of other identification items in order to re-open my account. I’ve called three days in a row now to try and avoid having to do that. The first person didn’t know I could re-open and account and said I had to wait 30 days for a check for the amount that was kicked back. I asked for this in writing in an email that never came. The next two times I had the same conversation, each time being told a check would come and an email confirmation would be sent, still no email. 

This bank is a fraud and uses the ridiculous “perk” of getting paid not two days early, but usually 1 day before payday (it’s up to two days early, so no guarantee that happens, mine was only one). That does nothing and I would rather get paid on a normal cycle then have my bank make it impossible to get a straight answer and give me my money back.",Don’t bank here- zero stars if I could,
