review,date,rating,isEdited,userName,title,developerResponse
"I have been using PayPal for many years and for the most part you can’t beat the protection that they have. Out of over a thousand transactions I have had maybe a dozen disputes. Out of those disputes two did not go in my favor which I still don’t agree with the decision. The first dispute was I paid $30 for an item from a vendor within the U.S. and never received an order confirmation and ultimately never received the item. I physically called the company and never got anyone on the phone and only got a pre recorded saying that they are backlogged with orders and are doing their best to get orders filled after waiting months I filed a dispute with PayPal and after a month PayPal got back to me saying that they got no response from the vendor and if I wanted to escalate the dispute I had to respond within 7 days or the dispute gets thrown out, well during that response time I was on vacation in the Mojave desert camping in my RV riding ATV’s so when I got back to civilization and contacted PayPal they said that being that I didn’t respond in the allotted time that the dispute was closed. It’s only $30 but I just feel that maybe the response time should be a little longer. 
All in all, it’s a great service with great protection for their customers.",6/2/2021 4:07,4,FALSE,IronTone,"The only pay app I trust but,,,,",
"The new format stinks - it takes three times longer to process a single transaction.  I’ve bought custom horse show (pads) saddle blankets.  I’m ordering wool show blanket that goes under the saddle and needs a show outfit to match as a set.  Ergo: ordered turquoise, purple and a couple of blending colors for the jacket I made in these colors.  Six weeks later, my box arrives and the one noted above color did not match anywhere.  I go to PayPal Credit for reckoning and I file a claim.  (Prices are average).
I file a claim and I’m instructed to return the merchandise.  While working one large shipment, my items cost $600usd and when I checked the shipping services, and the cheapest to return to India is over $800.  It isn’t cost effective  and I’ve been told by the USPS and pay for tracking only to find out once this shipment is untraceable because once it leaves US airspace, there is NO TRACKING.  The seller gets his returned boxed, but there is no way to track it and treats no such box received.  They get your money, they keep the items shipped and for my jackets they get to sell all again without type of delivery and it’s a vicious circle.
I’ve been wiping up their floors with NO money coming back.  I’ll check out Square again to see what services they offer.",8/14/2020 0:09,3,FALSE,ddendeavers,Customer service does not include service,
"This was my very first experience with PayPal. The day I signed up I ordered a pair of boots from what I thought was a huge sale from Ariat Boots on July 3rd. After the credit card ran all I got was an email from PayPal. The seller NEVER attempted to contact me. I let two weeks pass in good faith, but still heard nothing. When I checked the tracking number on PayPal tonight it said my package was delivered THE DAY BEFORE I ORDERED IT (July 2nd)  I chose PayPal because I heard I would be protected from this kind of thing. I filed a claim in the Resolution Center, and sent screenshots of the USPS tracking site, but because the scammer gave them a bogus tracking number (which STILL says it was delivered the day before I ordered it) they closed my claim in less than 5 minutes. I have informed delivery through USPS, and there was no package sent. I’ve taken screenshots of everything that was in my email, my PayPal app, the Resolution Center, and online. I’m gonna give it two more weeks and if nothing happens I’m definitely going to start letting everyone know my first experience with PayPal was me getting scammed and PayPal letting the scammer get away with it. I went to the PayPal Community page and it looks like this is common, with PayPal siding with the seller as long as they throw a tracking number in there. I’m calling my bank later today to request a chargeback. Be careful what you order, if you’re scammed PayPal will NOT help you.",7/17/2020 8:29,1,FALSE,Codiesel33,Scammed,
"Buyer purchased 2 items from me on eBay. Two months later buyer I received email from PayPal that buyer created a dispute saying items differed significantly from item received. I sent reply asking for further clarification as I know this is not true. I heard nothing. I contacted eBay, there was no issue reported by buyer from that site. Buyer has never contacted me of any issue. Then 2 weeks later I receive email from PayPal that buyer’s financial institution sided with buyer. Case closed. The next time I went to PayPal, buyer’s payment was reversed. Since Ebay now manages payments rather than PayPal, my PayPal account now had a negative balance. I phoned PayPay and was informed they can still work on the case in my behalf and I should send any documentation I have to the PayPal chargeback email.  I sent descriptions of both items and 12 photos of one item and 7 photos of the other item as proof. Received email from PayPal basically saying sorry Seller Protection Policy does not cover “item description does not match product”, try reaching out to buyer directly to resolve issue, I know this is disappointing, and a link how to prevent scams. I sent email to buyer asking why he raised the dispute and of course he is not responding. So buyer has the 2 items he purchased from me and he has been refunded all his money. PayPal should do a better job of arbitrating disputes.",2/5/2021 13:46,1,FALSE,Dr Seuss 2,No Help when scammed by buyer,
"I love using paypal. I had fraudulent activity after using cash app after a while and it caused me to delete the app and i will NEVER GO BACK TO USING IT AGAIN. I have been having paypal for quite a while now and i have not ever had any issues. I can go to walmart and take cash directly from the app as well no card or bank connection needed. As long as i have funds to remove.  In the past I didn’t get to savvy with the use of Paypal but going forward they most definitely will be my next best money connection, transaction to pay and transfer app for business and personal individual transfering use as well. Cash is just not as likely to carry anymore and this makes it so much easier to take care of what you owe or sending someone else a financial blessing etc. I have had to use customer service as well for address updating and they where swift to respond and have been persistent to assist with my issue, with more than one option to contact them which is so appreciative. It almost hurts to have an app issue and hard to reach customer service with unreasonable response time. Thank you.!",5/23/2021 22:27,5,FALSE,Sparkerson13,The accuracy,
"I have been on and off with PayPal for many years. 1) Their message center people do absolutely nothing. The agent switches every time you even remotely step away from the application. This lead a to the utmost incompetence and obliviousness on their end. They love to change their rules and tell you one thing that does not align with another. 
2) I have successfully had 25 transactions as the seller. Multiple people on the message center have said that once you reach 25 sales funds will be released immediately per proof of the tracking number. I once again see my money on hold and go to the message center for clarification. They then proceed to send automated directions directing me to do things I have worked SO HARD to do for months. They treat every person like a new seller regardless of your history. NOT TO MENTION I have CONTINUOUSLY asked them to update my primary address. Not once, not twice, but THREE times I have messaged the help center to confirm the primary address is changed. Even after confirming the address was changed, sellers have continuously told me the old address is still listed as primary. It is actually incredible how stupid PayPal can be. The lack of training is unbelievable and in my opinion the application is useless. They claim to “give protection” but in my mind the only thing they provide is a major inconvenience all around.",9/5/2020 2:40,1,FALSE,Jjahahshaahah,TERRIBLE,
"I recently filed a dispute for an item that i never received and PayPal immediately sided with seller.  Part of the scam was itself a fake tracking number, and PayPal just, simply believed it.  They viewed it as it said “delivered” and just made me out to be a bad guy.  I am home during day, as is wife and 2 children going to school remote.  Item was never delivered, we were home and also have video cameras, at time of “delivery”, we were home and no one came.  That’s not even my mailman’s delivery time at this area.  So as i looked at tracking and clicked on history, it shows part of scam:  it shows item shipped out a full 2 days before i was ever on this website shopping!!  How can i shop for something on a Wednesday and then seller puts shipping on previous Monday?  Can the seller tell the future and know that on Monday a customer was going to buy something on Wednesday so they would just ship it out on that said previous Monday?  This isn’t a movie, i am sure that people seeing into the future hasn’t happened yet.  Anyways, just be careful with PayPal.  They aren’t too bright to not catch this scam so therefore are not helpful at all.  In case you are curious, the website in question was a fake Lego website that once you agree to buy, uses PayPal.  (I can’t believe PayPal deals with such a company). So DO NOT buy Legos unless it’s on actual Lego site.",4/15/2021 18:31,1,FALSE,John I Hate Directv Doe,"Not too bright, not much help","{'id': 22435221, 'body': ""Hi there- We're sorry to hear about your recent experience, but we'd love to see if there's something we can do to turn your situation around. Please contact our customer service at https://bit.ly/ContactPayPal.  Lisa"", 'modified': '2021-04-24T18:30:04Z'}"
"I don’t know what happened but I’ve been  PayPal Customer for almost 10 years and all of a sudden every one of my payments has been held for 72 hours for “review”.  Nobody can tell me why it was flagged review.  I sent in the requested forms the first time it happened and payment was released to me 48 hours.  A couple days later - same thing.  Held for review.  This time they couldn’t verify my documents.   72 hours my money is released.  The next payment - same thing.  I asked why it was held.  The answer was they didn’t know it could be anything.   That I should submit my ID.  Told them I did.  They had no answer.   I asked being the money is held - what is the verification process? Clearly every payment is suspicious now so what how do you (PayPal) verify the payment is indeed ok? Again - no answer.
  So PayPal can’t tell you why they hold your money and they can’t tell you how they verify that the money is ok.  Ridiculous.  It’s my money!!  If you google this subject people have been complaining for a while now about this and the problem is getting worse. It seems everyone is having every payment held...  Imagine the interest PayPal is making.  If they hold everyone’s money for 72 hours..... collectively that’s a lot of money.  I now use them as little as possible.   There are other apps out there - fast and free.",1/2/2021 17:43,1,FALSE,Mr&MrsHoffman,Awful! Use to be good.,
"The main reason I kept PayPal for all these years and only bought from sellers who accepted PayPal because of the refund and buyer protection. Well after my last experience I will now tell folks to switch to another app that may offer same thing. My story: I thought I purchased a life size animated grinch from a China based company who on website said they had an LA based warehouse where this would
 Be shipped from and it was suppose to about 5ft tall . After 3 months I received a stuffed grinch toy about 12-15 inches long NOT the one destined and that I paid good money for. So I used the resolution center in PayPal as I have many times in the past when I got mislead:scammed . Well  PayPal said I had to ship item back -unfortunately we were quarantined due to covid exposure case. 10 days later I get a message stating sorry you’d didn’t ship the item back and post the tracking within 10 days so your case is closed and can’t be reopened so your not getting a refund. I told them the situation and I can ship it in a few days after our quarantine time frame ends. Still said sorry no refund even though they have the picture of that I received and what the description of what I thought I was purchasing. So I will now change all my
Automatic payments - I ahve a lot i use PayPal for will be changed to another app.",1/3/2021 19:37,1,FALSE,TmNik,Try to find a different app,
"If you need to send money to a friend or loved one (especially internationally!!!) do NOT use PayPal. I never write bad reviews, but I have never been so frustrated by a service experience. 

The money I sent (from US) to my partner in Malaysia is on hold indefinitely, and THE AMOUNT OF MONEY IS DECREASING DAY BY DAY. He already connected his bank account to the PayPal account. We’ve done everything the site says to do. The fees were NOT disclosed to us before the transfer, nor can we find the cause for the continued PayPal withdrawals of our money. We likely misunderstood the terms, but they are $#!% terms, and this is extremely frustrating. I cannot get clarification on what is happening. 

Their customer service is a JOKE right now. Phones are only automated, there’s no way to speak to someone. Emails don’t work. Their chat response is “in the order received” so they send one basic, obvious answer to your messages and then disappear for hours even after you reply immediately. I got 2 messages back today (5 hours apart) and neither clarified why they are withdrawing money every day from the frozen money, or when the hold will be lifted. Hoping tomorrow they will answer, but regardless, costly lesson learned. Won’t be using PayPal again for sending money. Please learn from my mistake and use a different transfer platform.",8/7/2020 5:55,1,FALSE,r.fess,Hidden Fees + Terrible Customer Service,
"PayPal is a good idea, but when they put holds on your money for up to 21 days, is a real major inconvenience.. Even when a friend sends money, it still takes 3-5 BUSINESS days.. so don’t send money to a friend unless it’s Monday because you’ll be waiting an entire week. And then, if you sell something, they charge you a 2.9 percent fee with NO CAP!! It’s nice that you can transfer to your bank instantly from PayPal, unless they flag it as suspicious, then you’re waiting another 3-5 business days to be able to spend your money. Even after I sent them a selfie and a picture of drivers license, they still claimed they couldn’t verify me. Very poor customer service. I’ve called their 800 number about 20 times in the last two months to ask them why my money is ALWAYS being held, and I get a recording that says they can’t help me at the moment, and the phone disconnects. Horrible customer service. They don’t deserve the 2.9 percent to send money when they hold it for 21 days and not answer your phone calls. They don’t deserve the 10 bucks they charge to send your money to your bank account instantly. This is a terrible company and I wouldn’t recommend anyone use them! I’m switching to Zele. PayPal is by far the worst company I’ve ever had to deal with. Save yourself the headache. Learn from my unfortunate dealings with these IDIOTS!",2/5/2021 14:53,1,FALSE,T_Catlett,It’s a good idea.. but,
"I’ve used PayPal for many years now. Most customers I’ve dealt with have been awesome and true, however some haven’t been good. When I’ve contacted PayPal to make a claim etc. they’ve been wonderful. YES I had to wait a few days or weeks to get final result but they’ve had to give a chance for other party to respond. If they don’t respond or PayPal agrees with your filing as it’s just so blatant, then you’ll be refunded or whatever your asking for. 
I truly value PayPal for their protection of your funds etc., but also for their search for the truth. Just because you file a claim don’t mean your correct, hence the time it takes to resolve some issues. Even though I think I’m usually correct, I truly don’t want someone being denied their funds because of my ignorance.
I recommend that people try the PayPal app. It really is easy if you just read the sections. If you send something to the wrong person to complain to etc. you’ll be notified. I hope this helps those who may be in the fence of trying the app. It’s not NEARLY as bad or difficult as some of the reviews have made it out to be.",1/1/2021 20:39,5,FALSE,Mr. Bean Burrito,PayPal A True Help,
"I’m autistic and still live with my parents. They are my coguardians. They weren’t when we all lived in Oregon, but due to an emergency event that’s been dealt with they’re my coguardians. Now I’ve been using PayPal for about 5 years I think, and used to have my credit union attached to my account while I take surveys to earn money. However I can’t keep any money in the app because it asks me for a picture of my photo ID and a picture of my social security card. My parents said that’s illegal and sketchy, but I’m not sure. Anyways it’s a problem because I don’t have a PayPal debit card to transfer the money into another banking app and as I’ve said earlier I can’t keep the money that I already have in my account. I earned twenty dollars and six cents from answering surveys and doing mini jobs for userstestingclub, which is now testing club; but because I lost online banking, and because my credit union isn’t linked to my account, I can’t transfer the money into my credit union account. Additionally as I’ve stated before, I can’t keep the money in my PayPal account so that I can spend it from the app. My parents say that what the app is doing is illegal and that this app is probably fake! I believe that it’s legitimate, but I might be the only one who believes so. Either way you shouldn’t use this app!",4/23/2021 4:37,1,FALSE,JessicaKM,Requires Pictures of Photo ID And Social Security Card!!,"{'id': 22557202, 'body': 'Hi there- Thanks for reaching out to us. Details about confirming your identity can be found here https://tinyurl.com/w5nhvpxc. -Lisa', 'modified': '2021-04-30T16:10:02Z'}"
"I implore anyone reading this to use a different company if at all possible! Pay pal is the absolute worst money service organization I’ve ever come across. They place arbitrary 3 WEEK HOLDS on payments without cause or justification. Good luck getting those holds released early! Their website says it is possible, however the instructions mention links that don’t exist anywhere on the site. Place a call to customer service so you can be placed on hold 13 times before you’re told that nothing can be done and no one can help you- even though you have met all the stipulations for gaining access to your own money that should have never been denied to you in the first place. So, basically, you get to pay service fees for them to effectively steal your money for a month, earn interest on it and then hopefully get it someday. Their practices cannot be legal. They represent themselves as a BANKING Organization. I’m a former customer service manager for a major U.S. bank, and I know a few things about banking regulations- specifically regulations regarding HOLDS. Their practices VIOLATE the FDIC regulations that dictate the Holds process. I, for one, will actively be pursuing a class action suit against this shady “organization”. Do yourself a favor- do not let these crooks have anything to do with your money!",4/29/2021 19:12,1,FALSE,SmartRonni,Unfair practices and worthless customer service!,
"First, I would clarify that this app & company are almost 5 star for consumers with one minor issue being trying to address a problem or issue quickly with an actual customer service person. A lot of the common things can be done right in the app and additional automated processes are available on their full website (via Resolution Center usually). However, if you are using it as a Seller, you have to be prepared to have a good cash flow to cover resolutions pending, and occasionally are blocked access to your funds if an issue is being investigated like a customer complaint, even when not your issue. Sometimes for 10 or more days they can hold your funds hostage while you wait for their CS dept to investigate, allow for additional input deadlines to expire and then wait for a response/ judgement. I know it’s for the benefit of the consumer but in cases where you have abusive or not-so-honest consumers, it can be a challenge for a small business with small cash flow. And cash flow can easily kill a small business that is otherwise successful. So it’s still a good app but caution for some people who use it for business",11/28/2020 17:24,4,FALSE,m89aria,Great for buyers/consumers,
I have used ‘pay pal’ for SEVERAL YEARS now & I have absolutely had NO problems w/ using ‘pay pal’ at any time! They have always helped w/ any problem/ situation I have had & had to use ‘pay pal’ in order to get those issues taken care if & they have ALWAYS fixed anything I’ve had them to help me with. They have PROVEN to me that they are definitely trust worthy & the customer service has been awesome as well. I’m a very happy customer & therefore I will continue to use & depend on ‘pay pal’ because it’s very hard to trust now days any way esp with all the ‘scammers & horrible’ things that some people can do to hurt you & your credit as well but by continuing to use ‘pay pal’ with any of my purchases over the years I’ve been w/ them I would recommend them to everyone & I will continue to trust & use their services....... thanks ‘pay pal’ for always treating me right & always being there for me like you have been. Keep up the great work & I’ll continue letting you handle any of my business dealings with no problem!!!! God bless & thanks again! C. Gardner 🤗,8/24/2020 22:25,5,FALSE,loveladybugs!,My opinion of pay pal,
PayPal is a great app when you have to pay for something online. They can help you if you buy something that isn’t as advertised but there are issues. I purchased a Nintendo switch back in March from a website that looked legit. I paid a little over $250 for a basic used Nintendo switch. An hour later I got a delivery confirmation. I immediately new something was wrong and tried to get in touch with someone to have them stop the transaction. But I couldn’t get ahold of a person. I was stuck with there automated system. But eventually I did get a human about two months later. They asked why I hadn’t contacted them sooner and said well I tried but their automated system wouldn’t let me through. Long story short I never got my money back. Now my cousin has sent me $100 dollars for Christmas and PayPal put a hold on it. Like it’s a gift I wasn’t selling anything. Why put it on hold. That was at the begging of January and they say they can’t release it until February 1. I like a lot of there features but sometimes it’s not worth using there service because of the nonsense and the lack of them doing what they say they will when it comes to satisfaction guarantees.,1/23/2021 23:58,3,FALSE,IAMCornholieO129,Pretty good but could be better,
"I received a notification from my PayPal app that there was an eBay charge on my account of $75. I have literally never bought anything on eBay so I looked for some sort of dispute option. At first, there was no option to dispute on PayPal, it kept sending me to eBays site, it gave me eBay’s phone number (which when I called was a voice message giving me eBays website with no human customer service option.) I sent an email to eBay support which has not been answered, and finally I was able to open a dispute on PayPal’s site (which has not been answered) and I’ve yet to find a number to call for human support. Although it’s easy to blame eBay, PayPal is the one who had my bank information; they allowed eBay to steal from me with absolutely no safeguards or even an “approve transaction” pop up. PayPal stole $75 from me and most likely I will never get it back; and there isn’t even a human being I can call to ask for it back. I’m blessed to have a good job, and the $75 really doesn’t mean much to me financially. But I have been poor and broke and homeless and I know that $75 could be the difference between eating and starving for a lot of people.
PayPal says they will keep your financial information secure; this is not true. They stole from me, please don’t let them steal from you.",10/22/2020 20:00,1,FALSE,cloudy fir,Stole money from me,
"Years ago I had a PayPal account for EBay. Recently I found a use for using PayPal again. Unfortunately I can’t figure out what my password is. I think “no problem, I’ll just reset it”. Except the only option this insane company gives me is a phone number that’s not been mine for at least 6 years. So I try the contract is option to get help recovering the password. Two options are given, message or call. Unfortunately the guy who designed the plan for this sort of situation didn’t let the lack of rational thought and at only allowing a years old phone number be used to reset. No, in a shocking display of how to ensure you are the least user friendly as possible, the two contact is options require one to be logged in to receive assistance. So to get login assistance to help me reset a years old password I must first remember my password and login. With no recourse or way to contact I try their Facebook page, as it was listed as an additional option, only to find it’s a robot that gives no help at all. 

If a company makes something so simple into such a difficult task I can’t imagine why I would desire to use them for anything. Here’s a tip, find a better option. I’m positive there are alternatives with customer service that actually cares.",10/9/2020 9:31,1,FALSE,SkareKrow25,Worst experience ever,
"I bought something on Facebook, paid with PayPal gave them my home address. The seller sent me an email saying the package is on its way with a tracking number. The tracking number I checked after a couple of weeks worth of waiting and it was sent to a different address on the other side of Florida. UPS will not give me the address since it’s not my address, I filed a dispute with PayPalThat I don’t wanna pay for something I wasn’t giving and they denied it. So Facebook does not claim responsibility, UPS does not give me the information to get my package that I paid for, and PayPal doesn’t seem to be keeping up their end of the bargain as it was sent to a different address than mine and I cannot get my money backOn my PayPal credit card. You can’t find any number to call them and when you get to the messaging center in a five minute span for different people are answering you and all they’re telling you to do is what you’ve been doing. Very very frustrating. It was supposed to be a birthday gift that I spent good money for that now is lost and nobody seems to care. Very very sad because I loved PayPal up till this point just can’t find anybody to help me",6/18/2020 22:29,3,FALSE,double0014,I want a refund,
"You may think that paypal is the best money transaction app bc it’s been around the longest, right? Nope it’s a trash can of fire and disappointment. Cashapp and Venmo are better options. If you can get around ever using it, I would recommend it. The ‘help’ section they offer doesn’t do anything. The app itself crashes all the time. I can’t login on the app because it says the info is wrong? and it locked me out. but to receive help online it made me login with the SAME INFO on a browser. and it worked... ???? I tried the app again and it said the info was wrong still. when I tried to change my password, it wouldn’t load the confirmation text info. I tried to send confirmation emails and they will not come through. I have triple checked to make sure I provided the correct info. At this point I don’t know what else to do because I would rather stab my eyes with a rusty fork than talk to their customer representatives who will do absolutely nothing to help and condescend you at the same time. Avoid paypal as much as you can !!!!!! I have never sent in a complaint about anything. apps, restaurants, stores, etc etc. It doesn’t do anything really at the end of the day but, I hope at least 1 person sees this and decides to never use Paypal.",12/16/2020 18:47,1,FALSE,PayPalHaterxoxo,"Awful, Terrible, Trashy",
