userName,review,title,rating,isEdited,date,developerResponse
keven042495,"At first I was wondering what the hype was about and you know things were a bit rough for me for a few weeks. Dave basically checks your income and provides you borrowed money depending on the income etc it’ll be a different amount. Nothing crazy for me it’s like 75$ so it’s basically an advance on you next check Incase you don’t have it now for whatever reason. App is so user friendly and looks amazing( the developer deserves appraise) so easy to use once you set up everything. Takes 3 business days to receive want toward your bank account. Unless you pay a rush fee(5$) within 8 hrs you’ll have it. I recommend having this app for emergencies tho they do that have a fee of 1$ a month( which is nothing). The biggest bonus to me is the fact the tips you provide go toward plants. App offers other things like little options you can do to make extra income (other apps like lift, Uber eats, etc). Gotta say this a great app overall",Honestly an awesome app. I believe in Dave lol,5,FALSE,8/24/2019 11:00,
ItsKeebs,"I’ve been using this app for months. And it was fantastic. Fast, and reliable. But now In this past month I’ve had issue after issue. I reached out for help from the Dave support team when for 3 days straight it said couldn’t connect to bank account. That was on September 17 I didn’t get a response until September 25 after I had fixed the issue myself. I was able to get an advance. And everything was fine. Now the app won’t update my transaction history. I got paid 4 days ago and the app is saying it can’t give me an advance because I missed a paycheck. I try to manually add in the paycheck it won’t allow me. There’s no way to send in a screenshot of my bank account transaction history to manually update the transaction history on the app. However  It was able to take the money from my account to pay back the prior advance.  I try to refresh the app, redownload the app, logout and log back in. Nothing is working. The app is pretty much not worth having at this point. Why have an app that’s suppose to help you out in a pinch. If you can’t actually use it.",This app is either amazing. Or gets all buggy and doesn’t work at all.,2,FALSE,9/29/2019 9:19,"{'id': 11003967, 'body': ""Oh no! 😱 Thank you for letting us know you're having this issue. Please get in touch with our customer support team at davecares@dave.com (please include your full name, email, phone number and the subject of this review), and we'll sort it out!"", 'modified': '2019-10-01T18:08:51Z'}"
shelby dessommes,"I would like to start off by saying the app advertises that it will send you money instantly, and almost all you have to do is download the app - well, that’s not the case. You will have to download the app for free, but then you will have to connect your bank information and possibly wait a couple of days for Dave to verify your bank info and make sure he can make deposits for you.  After that’s done, sometimes you won’t be approved for the full 75$ - it might start out as $10, or $15, so just be aware of that.  The more often you lend from Dave, the higher amounts he will begin to lend you, and you can choose to leave a tip for Dave to support the app or not. But it is truly a great way to help you out when you do need gas or groceries or might be about to overdraft in your bank account!  It’s an amazing thing, and not a lot of apps these days are actually willing to help and be positive financially, so thank you Dave for being that for your customers.",Lifesaver... or... bill saver,5,FALSE,9/30/2018 17:20,"{'id': 5527784, 'body': ""Hi Shelby, really glad to hear you've had a good experience! Thanks for the review :)"", 'modified': '2018-10-16T17:49:58Z'}"
mona eeesa,"So I was in a situation, I had paid my electric bill from their over the phone service, it hadn’t been taken out of my acct due to the holiday over the weekend. My husband then came home and told me he purchased contacts, a year supply, which will end up overdrawing our acct! In his defense he didn’t know I was paying on the electric earlier than expected. In my defense I didn’t budget for a year supply of contacts. Anxiously awaiting for the bill to be withdrawn or my check to deposit, not knowing which will clear first. Well, I have 18 pending transactions and after my electric clears I’ll be over drawn $20 and my pending transactions give me $30 fee each! Fast forward to the end of the holiday weekend it’s 6 am and I see I am overdrawn. Downloaded this app in a frenzy and immediately got an advance!! Are you kidding me? Not only am I in a pinch but dude, there is tons of helpful budgeting tips on this app. Okay I’m sold, thanks Dave!!!!!!",Saved me from over 600 fees!! From one overdraft but 18 pending!,5,FALSE,5/28/2019 10:38,
Stoned Hokage,"The app automatically updated my next pay date to the 3rd of July and since I was paid on the 7th I’ve had issues ever since . I have used this app to advance $50 about 4 times on the past 2 months and paid back and tipped every time . However, now I cannot get an advance because the app says it’s still looking for a missed paycheck from the 3rd of July. The app recognizes I was paid on the 7th and 21st of July but when I request funds it says missing paycheck . 

I have deleted and reinstalled app and tried changing the dates for main paycheck but nothing works . I’ve emailed support 4 days ago and no reply so far, they did say it was a lot of volume so I’m guessing this might be a bug for others . 

Update: I changed and updated main  paycheck and now I’m only able to borrow $20 because income is too low, first time the app gave me this message in the 3 months I’ve been using it now . Still waiting for support. In halfway satisfied and that’s cause the app really helped me in the past, but this is the first time it let me down","Sometimes it works, sometimes it lets you down",3,FALSE,7/31/2019 14:31,"{'id': 10021614, 'body': ""Hi Stoned Hokage, thank you for letting us know! We'll check in with customer support and make sure they get back to you."", 'modified': '2019-08-06T00:36:44Z'}"
Wilsonnia14,"When I first started using Dave, I wasn’t able to request money due to me losing my job and not having any way to pay Dave back by the time I needed to so I was curved. 
Finally, I landed a new job and redownloaded this app and I could finally request some money. I requested 25 dollars the first time and it came through within three days (literally got it in the account the next day after I requested it) and the next time I requested 75 dollars. They sent it immediately! Of course I used the express pay which is pretty cheap and totally worth it! I really enjoy this app and find it easy to use. I especially love that Dave provides an option to find odd jobs around your area to make extra cash! I haven’t gotten too deep into the app yet, but the money is sure and the payback date is the perfect amount of time to receive money from your job or whatever your income is coming in from, and pay it all back when it’s needed. Dave, you are amazing !!",Great APP,5,FALSE,2/5/2021 22:43,
Goddard_Kellie,"So, I was a long time user of the app Earnin but when they stopped working with my bank I could no longer use the app. My friend has told me to download Dave but I was skeptic at first. But after putting two and two together, I realized the $9.99 a month usage fee was basically the same thing as me “tipping” on the Earnin app. So, I went ahead and downloaded Dave. Sign up was very simple and easy and I was able to request cash right away. Probably my ONLY two issues is that you’re only able to take out $75. However, on Earnin I was approved for $600 max because of my income. Also, Dave can only advance you one time before a paycheck. So if I take out $75 on one day - I cannot be advanced anymore until my next payday when I pay Dave back. 

Overall, it’s helpful for when I need a little bit of extra cash when I’m running low but not as helpful for getting me through a longer stretch between paychecks. Will keep using the app for now and look forward to any new updates and improvements!",Helpful but could do more!,4,FALSE,4/4/2019 17:19,
Awesomeinthefunair,"Guys I’m seriously shook. I am a 20 year old college student who constantly finds herself broke by the upcoming pay period. I had $2.34 in my bank account and I was downloading every “quick money making” app there was. I signed up to be a Uber driver and surveys and everything. I just needed $20 to put gas in my car so I can make it to next paycheck! This app, WITHIN SECONDS, let me borrow up to $75 after connecting my bank. The app analyzes your transactions and finds your most reoccurring paychecks and let’s you borrow based off your income. Whenever your next pay period is, the app automatically takes out that amount you borrowed. SO YOU GET CREDIT AS WELL!!! I don’t need to worry about forgetting to pay Dave back because they do it automatically. This is amazing I think for college students struggling to make it to next paycheck and trying to build credit. NOT A SCAM. YOU GET REAL MONEY. BUT - it is YOUR OWN MONEY in advance to your payroll. So this is not FREE money, but REAL, FAST, HELPFUL money.",SHOOK,5,FALSE,11/18/2019 17:21,
Givenchy's Mom,"I’m sure I speak for everyone when I say I was super skeptical about this working. However, I found myself in a little pinch and needed some extra cash. I downloaded the app yesterday, signed up yesterday, added my bank yesterday and had $75 within 20 min. I had to pay an extra $4.99 but that comes out when you pay it back. It’ll come directly out of my account so I don’t even have to remember. I’m SUPER happy!!!!!! I haven’t figured out how to change the amounts yet as it did have my biweekly check amount incorrect and a few bill amounts incorrect but I’m sure after playing around with it, I should be able to figure it out! Sorry if this review seems rushed that’s just how excited i am that this actually worked. No scams, nothing. I pray it always works for whenever I need it. Oh and it does cost $1/month but $1 is a lot cheaper than some of these other apps charging $10-$20 bucks/month to budget your account and send you money.",Amazing!!!,5,FALSE,11/16/2018 16:10,"{'id': 6029741, 'body': ""We're so happy you love the app! We definitely recommend checking out support.dave.com for assistance with your questions. Thank you so much for taking the time to review!"", 'modified': '2018-11-20T19:08:39Z'}"
jeeennnnnnnnnnnnnnn,"They’ll allow you to borrow and schedule a payback date on your normal pay date from your employer, but when your pay period is approaching they’ll take the money out days before you get paid inconveniencing you. Whatever money you have in your account they’ll snatch it on a day you didn’t schedule. They don’t respond to emails. They truly don’t care if they took your last when they weren’t suppose to. I literally had $30 to my name that I borrowed to get gas and food for myself and my son and they snatched it without responding to any of my emails. But wait there’s more I borrowed from a friend again and they took that $37 out of my account that I was going to get food with, but couldn’t. I went to bed starving, pregnant and have yet to hear back from “DAVE” there’s so many more apps better and convenient this is why I stick with Earnin because they’re organized and only take from me when I get paid which I’m okay with. OH AND EARNIN HAS GREAT CUSTOMER SERVICE SKILLS THE COMMUNICATION IS UNMATCHED. Don’t waste your time with Dave they’ll rob you and you won’t hear a peep and won’t let you borrow after they’ve taken money on an unauthorized date until it’s convenient for them.",Don’t Waste Your Time,1,FALSE,9/15/2020 18:19,"{'id': 17939361, 'body': ""Hey there! So sorry to hear this. Your payback should align with your payday. If it’s showing an incorrect payback day when confirming your advance, your income may not be set up correctly. Please reach out to Dave's team at davecares@dave.com and mention App Review in the title of your email and we'll help figure this out and try to make it right."", 'modified': '2020-09-17T17:50:06Z'}"
Radi Face,"I don’t ever write reviews. Ever. But this app and whomever runs it (I secretly pray it’s a glasses wearing bear named Dave) has or does everything he claims and has come to my rescue more than once. The realness is in the fact that it’s not a scam and I believe this app actually wants to help people make ends meet and that’s rare in this world. Dave is like that non-self interested person you meet but don’t know if is fake or not because they’re so genuine and honest and generous there’s no way this person could be real. Dave is not fake. Dave ‘the bear wearing glasses’ that I pray is the real entity who designed and runs the app even though I know it’s a human or several rather, has helped me countless times and I don’t even notice or remember I pay so little in return - only what gets lent to me and a very small like a dollar or maybe as many as five - I can’t recall but that’s it that’s the end of it. It almost makes me believe in humanity again that Dave exists so thanks Dave! big hugs",Dave is Real,5,FALSE,10/26/2020 17:46,
Wzonda,"Just to give a bit of background info, I’m a junior in college who has a very expensive degree and lives 100% paycheck to paycheck. I can usually budget quite well, but this month I was over budget by a bit, and found myself needing to fill up with gas a couple days before payday. As per usual, that close to payday I had no money, so I downloaded Dave after seeing ads for it all over the internet. The app is so simple to set up, and everything gets verified very quickly. I chose the expedited delivery option, which costs extra, but the money was deposited seriously within seconds. They don’t charge you for the quick deposit until you get paid, which is also great. With no money in your account, Dave is a lifesaver. And it pulls the money out right when you get paid, no hassle at all. 
If you’re a college student who needs some extra money from next paycheck for this weeks gas or groceries; Dave is the app for you. 
10 stars!",Awesome.,5,FALSE,4/8/2019 19:31,
TabbyDarling,"First for a few days it was not letting me get an advance because it says that I wasn’t showing enough proof of direct deposits, even though I get 2 direct deposits a month from my second job, and I deposit cash 4 days a week because I’m a stripper. There is more than enough money in there to prove that I can pay it back. Then when it was giving me the option to apply for an advance, I tried to get a $75 advance and it brought me to a section to put my debit card info in. Which made no sense because I thought it was supposed to go to my connected checking account. I put in my card info and since it expires next month it would not accept it. I really need this $75 advance because after my most recent bills clear I will only have $9 left and I don’t get my direct deposit until Friday, so I wanted to borrow $75 so my $9 wouldn’t get over drafted. It said that my card needs to have at least 3 months left on it, and I don’t have my new card yet. I tried multiple times and it wouldn’t work. What is the point of connecting your bank account if they can’t send money to your bank? This makes me really mad. I just don’t see the point in downloading this app.",Doesn’t work,1,FALSE,2/20/2018 22:44,"{'id': 5527805, 'body': ""Hi TabbyDarling, we're so sorry to hear you've been having difficulties with the app. Your experience is incredibly important to us and we'd love to help you get through those tough times. If you can email friends@dave.com we'd be happy to assist you."", 'modified': '2018-10-16T17:51:50Z'}"
Eszampino,"I downloaded this on a whim. Even though it hasn’t happened to me yet, I’m always worried that my autopay bills will cause an overdraft fee one day. It’s better to be safe than sorry, I guess! I’ve used the advance feature twice now, and it couldn’t be easier. I’m happy to pay a few dollars extra as a tip because I like supporting the developers. 

The one thing I wish this app supported would be more options for an atypical pay schedule. For example, I typically get paid three times a month: every other Friday, and then another paycheck on the last Friday of the month. They’re all from the same source, so Dave codes it the same way. Sometimes it aligns perfectly, but most months it doesn’t, so it would be nice to have an option for “last Friday of the month” or something like that. Or just a way to differentiate between regular paychecks and commission paychecks. 

Anyway, keep it up, this app is great!! Thanks!",I love this as a “just in case” app!,5,FALSE,5/22/2018 16:14,"{'id': 5527842, 'body': ""Hi there, great idea! Thanks for the advice. Your experience is important and we love hearing feedback. If you'd like to submit ideas on how to make the app better, please feel free to email davethebear@dave.com!"", 'modified': '2018-10-16T17:55:28Z'}"
Juarez418,"Very cool app. I don’t get paid til the end of the week and needed a little extra cash, personally I only got 20 bucks but it seems like depending on how much you make at your job, how often you’re paid, and based on your banking history they give you an amount that they can spot you. Much better than a pawn shop being as that last time I borrowed from a pawn shop there was more to pay in fees/interest. With Dave there is no fees or interest as advertised , however if you want to be spotted the money quickly there is an optional 2.99 charge that I’m assuming I’ll pay once I pay back the amount I owe to them this week, otherwise you can wait up to 3 business days for it to appear in your account. The 2.99 isn’t much and it says to allow  up to 8 hours but personally I got it within 30 minutes. Highly recommend as of now and very excited to see how my experience goes with “Dave” in the future !",Very Cool App !,5,FALSE,3/21/2020 19:11,
Jazzkakes,"I thought this app was so cool at first. But after 1 month I tried to get a loan and was told no because I needed $115 or more in my account to be approved which I thought was weird because it just defeats the purpose of the app . If everyone has that money in there account why would they need $75 from Dave which a pretty low amount compared to other apps. It shouldn’t matter how much money you have in your account just as long as when you get your paycheck deposited you are able to pay back the loan which a requirement to even use there app. For a month I had no issues with them because I get paid from my employer every week . Now all of sudden I need to have a certain amount of money in my account. Really Dave ???  

For those looking for a great app go with EARNIN THEY ARE ABSOLUTELY AMAZING . They give you more money and they do not charge at all!!! You do not need to have money in your account to get a loan.  Just a job and a bank account.",Warning,5,FALSE,6/17/2018 17:24,"{'id': 5527820, 'body': ""Hi Jazzkakes, we're sorry to hear you weren't thrilled with the app. To clarify, we just want to see that you can hold that much money in your account for a day or two after getting paid so that we know you can keep some money in your account when we advance you. We'd love to make sure all of your future engagements with the app go smoothly, please email friends@dave.com for additional assistance!"", 'modified': '2018-10-16T17:53:33Z'}"
YallBeStealing,"I’ve had the Dave’s app for about 2-3 months. For the first month they were totally good. I would receive my money early and pay Dave back on the date agreed upon. Now all of sudden the last 2 times I’ve used Dave’s app, if I receive any form of money before my date before I pay Dave they take some of my money out of my account. Today my friend sent me 25 dollars and Dave decided they would take 15 of it. I’m not due to pay Dave until next week on Tuesday. I always pay on time so there is no reason why they should be taking money before my due date. Now I’m short on gas and I don’t know how I will make it to work before my payday. This is bull. I don’t appreciate it and now I have to try and borrow cash since Dave’s app takes money from account ahead of time. This is not fair and greatly unappreciated. Once I pay Dave back this will be the last time I ever use this app. I appreciate the money I was given before but these last two times have left me in a bind. What is the point of signing the agreement that I would pay you back on a certain day when you are gonna take money ahead of time? And not even the full amount.",Dave steals from my account,1,FALSE,7/3/2019 11:18,"{'id': 9577437, 'body': ""Hi there, thank you for alerting us to this. Please contact our customer support at support.dave.com and we'll help you out!"", 'modified': '2019-07-09T23:05:45Z'}"
snowplow33,"When it comes to payday loans and advances I feel the fees are very high and financially not a good look. When I first saw this app I was very unsure and not comfortable I will admit but then I used it more and realized it’s really a great app.

One of the key features is DAVE will spot you up to $75 and if you pay the $3.99 fee it’s worth it. You get the money within minutes to your account at least for me it did and I would imagine for most banks it will as well. Now that is a small amount and I wish they would up it to $200 after so many completed pay backs and maybe that is in the works but that would be really nice.

The second feature is called side hustles and in this coronavirus era we all could use a little bit extra money as things are tight. There is plenty of great features in this DAVE app and I highly recommend everyone download. It just makes sense and good to have!  Very safe and secure!",Money in quick time in a bind,5,FALSE,8/6/2020 11:12,
brobiiwan,"I’ve never written a review for an app before because nothing ever warranted one, but this app is pretty cool. I wrote a check out and forgot about some auto payments coming out of my account, then randomly saw an ad for this on Facebook. It’s not a huge loan -$75 may be laughable for some but considering I was only going to overdraft by a few dollars, the overdraft fee for my bank is so massive, and I would be getting my next paycheck a day or two after the overdraft would happen, this was worth it. 

If you’re just the average joe like me, needing a little cushion until pay day, this app is legitimate. I paid the $4.99 to get the express deposit so I can’t say how long the standard deposit actually takes? But the express deposit was within minutes. 

Anyways, if you’re sitting there wondering if it’s a real app or a scam, it’s real and very helpful when you’re in a pinch. Also...pretty cool that the (optional) tip out goes towards planting trees. Set up took maybe 5 minutes, and another 5 minutes passed, and the $75 was in my account. Totally worth it if you are responsible with money management, understand that the payback date/amount is automatically withdrawn from your account, and just need the safety net when you act a fool like I did 😜 

5 Stars - shout out to this app for finally being something real amongst all the scams out there. The help is highly appreciated!","Real review, real person - legitimate app",5,FALSE,10/14/2019 23:39,
Krism3l,"I’ve never had any issues with apps that were able to get me some part of my paycheck sooner than pay day, to give an honest review Dave is the worst. I needed the money at one time, but it made me wait weeks to use the service and took out a dollar, other apps didn’t make me do that, not only that you have to press like 20 buttons to cancel the service, which Is bad business practice. The cancel service is not even put in plain sight instead it’s a small text blended to the back ground making it harder for most customers to find where to cancel their membership. 

Keep in mind I never used the service at all, I wasn’t able to get any form of money from Dave and it still withdrew money from my account, I’ve worked with customer service for billing and cancelling services. If a customer claims to not use the service, I look into it, and if it shows what customer claims, I refund them, even if it’s as small as a kid accidentally purchasing something, we’re able to credit the customer what ever purchases that weren’t authorized. If they refund me the money they withdrew for this “membership” I might bump this review up to 2 stars.",Bad business practice,1,FALSE,1/17/2020 6:59,"{'id': 12979654, 'body': 'Hey there! Sorry to hear about the not than stellar experience. We appreciate the feedback! ', 'modified': '2020-01-17T18:07:32Z'}"
ladiinielle5,"I was desperate to have quick cash for few days before holiday. And it did helped. Because my older son needs black pant that required for his job. Both of his pants ripped. Dave the cash money came through. It made my day to go purchase pants for my son for his job. And also gas to put in my car. Holiday eat up my $ to spends for all gifts for my children and some relatives and some good friends. I think Dave the cash app is good and helpful which it starts in small amount until it paid Back in full at first pay due then next and next, then it will increase the amount to $100 then $200. I’m starting at $75. It’s not bad for now. But small fee is $4.99 if u want quick cash ASAP. If not need quickly, then u will not charge for fee and they have 3 business days to get your loan directly deposit in your bank account. I will recommend this for anyone who need quick ASAP OR EMERGENCY for small amount in extra. It’s fine by me. 😉",Very helpful in need.,5,FALSE,12/25/2018 20:02,
CoCoTerrell,"My family depends a lot on each other during a time in need. Fortunately, this time in need was unique for my family. My mother was moving out of an abusive household and my sister was finally moving to a place that could accommodate her and all of her children. With that, in two months I sent over $1000 to them and during that time my alternator went out and certain personal goals were approaching their deadlines. But it seemed like I could make it check to check until I recently sent my sister money for her deposit. When I had seen I sent her more than I had left to live off of for two weeks, I knew I was in trouble. Then, I finally followed the link to a SC ad and the $75 I got from Dave carries me through the last week. I’m also using the budgeting tools to help me get ahead in life finally. Some may see it as irresponsible money management, but I see it as a way to help me help my loved ones in emergencies.",Helping Me Help Others,5,FALSE,11/12/2018 17:18,"{'id': 6029768, 'body': ""This was so great to hear. We're really happy that you were able to use the app to help you out. Thanks for being a wonderful support for your family, and thank you for taking the time to review!"", 'modified': '2018-11-20T19:14:10Z'}"
Meh x 1000,"Read lots of reviews before downloading but this app is perfect for me! Had a lot of financial problems & I’m still getting back on my feet, which takes a bit of work when you’re low income. I feel like I would get into a trap with the bank because of fees and it is so hard to get ahead of them once they pile up! I’m happy to pay a service fee + optional tip to keep my account in the black when things are tight, especially when most times it’s a matter of my small bills being due *just* before payday. ANYWAY. Downloaded the app, got set up, and like some other folks experienced, I was not immediately qualified to borrow. It made sense in that I just got paid, even though all that money immediately went to bills. I shrugged because I’m used to being broke, and went about my day. But then I got a notification that told me I could be spotted $20! I would say within 24 hours? It was just what I needed too. Thanks, Dave!",So far so good!,5,FALSE,9/22/2018 19:57,"{'id': 5527830, 'body': ""Hi there, glad that the app was helpful! We review accounts regularly and update your advance amount regularly. I'd definitely recommend checking back soon!"", 'modified': '2018-10-16T17:54:35Z'}"
rihav,"Dave has saved me a lot of money on overdraft fees. I first used the service a few years ago while still in College and was really pleased with the company so I remained a member. Firstly, it’s amazing how affordable the service is - $1/ month. Amazing value for all that is included, especially as the company continues to expand exponentially. 

I am excited to see what this company will accomplish in the future because they certainly are investing heavily in their growth with constant updates, new products & services, as well as providing value through research and financial literacy. The app is user friendly and well constructed. And the user experience is top quality. 

 There are other personal finance apps but Dave is unmatched. Their mission is to serve people by helping them take control of their finances, and educate them on how to better manage money. I am so pleased and grateful for this company. Thank you so much, team Dave!",Incredibly useful resource!,5,FALSE,3/24/2021 17:57,
bumblebluff,"I used to find the Dave app so helpful. Leaky, it’s been quite the contrary. Although, financially it is helpful for being a bit shirt on cash, the technical issues are over weighing the benefits. Dave wants to stay connected you your bank, which is easy - you just sign in. However, after signing in, and saving the password, the Dave app is consistently trying to sign in with the INCORRECT information which has locked me out of my bank account multiple times a week, causing me to have to call customer service to unlock it. With times like these due to covid-19, call volumes are ridiculous as far as wait time. I waited 2 hours to get a hold of my bank, just for the Dave app to cause my account to lock again the next day. This will be my very last time using this app. It is beyond frustrating. Yes, the Dave app is very helpful when it comes to getting cash when you need it. I would rather not have the money if I have to deal with multiple issues like this a few days during the week. It also takes about a week for a response from support. Do better Dave team.",Dave app is annoying.,2,FALSE,4/7/2020 17:07,"{'id': 14546620, 'body': ""Oh no! 🙈We'll check in with Customer Success and make sure they get back to you!"", 'modified': '2020-04-08T16:15:03Z'}"
lj231,"I work for myself so I want sure that Dave would work for me since I don't receive regular paychecks. To my surprise, Dave does and does so rather quickly! You get two options for receiving your money: within a few hours or a couple days  the faster option does cost  about $2 but if you need money fast it's not a big deal. I think it would be a neat feature that every time you pay Dave back on time your borrowing amount increases. I also like the idea of how the  ""tips"" work and the flexibility of choosing an potion that's right for you. All in all, a well done app that definitely has what a consumer needs in mind! Thanks, Dave! 

P.s. If you have a significant other, it'd probably be best to tell them what Dave is before they ask where you magically got money. Then arises the question ""Who the hell is Dave and why is he giving you money?!"" Haha. My poor boy friend. It all made for a good laugh at least! Thanks again, Dave",Dave Rocks!,5,FALSE,2/1/2020 5:43,
Bcoch762,"So I downloaded this when I had just gotten a new job and was in the weird period where you only have 1 week of work on your first check and it takes a few checks to balance spending/ income back out. Well I had maxed my only credit card because it was cheaper than payday loans but making payments had me short on other things. The $75 max is perfect, it’s enough to fill your gas tank or get some groceries and you won’t go broke again paying it back. It’s very easy to fall into the loop of getting a loan every paycheck since you have to pay about $80 to pay it back but Dave is a way better option than payday loans. I was stuck in a vicious cycle of payday loans a few years ago and you do not want to go down that road. I’ll use Dave every time if I ever need extra cash. They also say “within 8 hours” for the instant pay but in my experience it has never taken longer than an hour",Pretty good app,5,FALSE,11/10/2019 20:25,
dvillen,"I was told about your app from a friend of mine and I didn’t believe them. So I downloaded the app and well what do u know , it worked😄. It’s always good to know that if a situation comes up and for what ever reason I don’t have a the cash. I do have and option using your app. It is a lil uncomfortable for me to submit a whole bunch of personal bank info to a bunch of strangers. Normally I would not even consider using your app for that reason alone. Unfortunately, times have been tough for me lately so I got to do what I got to do. I have yet to see the entire process of this app ( I get paid this week) so until i see how the money is removed from my account I can’t really say my final opinion. I also would have to wait a lil bit to see if anything horrible is done with my info. If everything ends up being on the up and up and this app doesn’t end up being made by a bunch of crooks, I will definitely be using this app in the future. So like I said above , so far so good 😎",So far so good,4,FALSE,7/30/2019 18:05,
Tbh2323,"Sent a ticket because it wouldn’t let me enter my birthday to verify for a advance, only showed November & December.. & 2020+. Took 2 days but they fixed that problem and emailed me which was great and exciting until I tried again . So it let me input my birthday now but now  it asked me to verify my email. Suddenly it said “email sent” then “thanks for verifying” instantly before I had the chance to even go verify . Reset my phone and the app 3+ times (and updated yes) and still did the same thing . And no email came in just laggy and led to nowhere. Plus it was only 20$ and I was trying it to refer a friend WHO HAD THE SAME PROBLEM . Had Dave before thought I’d try again . Just doesn’t work One problem after the next it looks like so I just cancelled my membership sadly after all the work . Seemed like a great idea and convenient . I’m sad I even put my info into this app now because if they couldn’t get this right I can’t believe I trusted them with my social security ... multiple times . Struggle is real guess we learn . Dissapointed though waste of time and effort .",Mostly disappointed. Months if trying,2,FALSE,10/19/2019 5:02,"{'id': 11404745, 'body': ""Hi there! Thanks for letting us know you're having this issue - please get in touch with our customer support team at davecares@dave.com (please include your full name, email, phone number and the subject of this review), and we'll sort it out!"", 'modified': '2019-10-22T18:42:54Z'}"
Boonekl,"I thought the Dave app was a joke because it sounded too good to be true, but decided to give it a try anyway. I’ve been loving it for the most part ever since downloading the app. My only two complaints are that 1. oftentimes when I click on something to edit it, a different bill pops up instead and 2. I had to delete most of the bills I’d inputted because it was giving me the wrong balance (didn’t match my bank balance) and then re-enter them as they came in. I will say that the last part may be due to user error so take that with a grain of salt. However, the main reasons I downloaded the app was due to the fact Dave predicts overdraft fees and also will spot you funds to keep you out of the red.
I recently used this feature with the express delivery option ($4.99) and my money was in my bank account before the 8 hour delivery time was up. I don’t plan on relying on Dave in order to be financially responsible, but I do love the idea of waiting assistance if I ever get in a pinch.",Great App,4,FALSE,2/22/2019 17:51,
cantfinddori_,"So I guess like most reviews, I’m just another statistic to this app being one of the best apps I have ever downloaded. I was really hurting for some money this past week because I don’t get paid until Friday. I did my research looked around and was like hey, what do I got to lose at this point. But I actually gained, not only $50 in advance but so many helpful tips to help me budget my money because I am absolutely terrible when it comes to that. Dave my man you are defiantly a life savor. I didn’t think this app would be as simple and fast as it was. The money ended up right in my account after I had finished the simple 3 minutes of steps that I was asked to do through Dave. This is not a fake review, this is an actual person that was in need of a hand, and Dave reached out and got me. Thank you for the help and and fast services Dave. Definitely an app you should consider when needing a little help. Dave won’t let you down 👍🏽🐻",This is real!!!!,5,FALSE,11/8/2018 18:30,"{'id': 6029788, 'body': ""Thanks for being great, and thanks for leaving a review. We're so thrilled you love the app!"", 'modified': '2018-11-20T19:16:13Z'}"
Meb1284,"During this very difficult time I’ve been waiting for funds, I needed some spare cash ASAP and I heard about Dave so tried it out knowing I hadn’t even got paid nor had funds available of my own. Answered some quick questions and just like that got the funds less than an hour even though it said it can take up to 8 hours. I’m so pleased and grateful knowing that even though we’re in hard times there are true apps that actually care and best part was you get to pick the date to have Dave take back the funds which gave me more than enough time. When I go back to work I will definitely keep using this app when I need the extra funds for sure. Thank you Dave for being so reliable I am truly happy and grateful. You honestly saved me with the extra cash I needed. Definitely and highly recommend Dave. One of the best apps for cash I have ever used. ⭐️⭐️⭐️⭐️⭐️🙏🏼❤️",Best app for cash during these hard times,5,FALSE,12/31/2020 18:05,
JessG1993,"I was skeptical like everyone else about downloading Dave. I was gonna try a different app but they needed time sheets or time clock records before they can give you money. As soon as I linked my bank account Dave found my direct deposits from work. So for $1 a month I can put in my monthly budget, see how much I will have after all of my bills, get notifications (if I want) notifying me I’m close to overdrafts AND I can borrow money once per pay period if I need it. My first loan I chose $75 with the $4.99 express fee, and left a 10% tip. I got my money INSTANTLY! Not saying everyone will but I have. 

Best part about Dave is he won’t take your loan payment or monthly charge if you don’t have enough money! And every percentage of tip plants trees in Africa!

Thanks Dave for helping me out! My boyfriend and I have been fixing our new home and sometimes money is tight. It’s great to have a backup plan without taking a payday loan or a personal loan.",Awesome 👍🏻👍🏻,5,FALSE,11/10/2018 10:41,"{'id': 6114092, 'body': 'Thanks so much for taking the time to review! We love your endorsement of our way of helping you avoid overdrafts! :)', 'modified': '2018-11-26T20:44:04Z'}"
jaibells,"I have been using Dave for months referring several people because it was so easy to use and paying them back has never been a problem for me. I was trying to get the 75$ loan and it kept saying my balance was in the negative which it wasn’t I updated several times no change eventually I resubmitted all my info and expected it to take a feed days to reconnect and what not, but ever since then NOTHING BUT ISSUES! 
It refused to find my paycheck which I had gotten the day before yet picked up charges made after my check had been deposited. I emailed them the response had nothing to do with why I emailed them and when I responded to them clarifying my question I still was told “I needed to keep my balance above 105$ to borrow (which is new I guess beats the purpose of needing the loan, however here we are) I have since tried to use Dave twice including today and now I have a balance in my bank account of 106$ and it’s still saying I need to have 105$ to get the loan and I have hit the update button so many times randomly today with no change 
Completely disappointed in what was the very BEST APP I had used in a long time 😏",Not what it use to be,1,FALSE,2/18/2020 2:54,"{'id': 13566528, 'body': 'Hey there! Oh no! 🙈Please reach out to us at davecares@dave.com. Please note, since our goal is to improve your financial health, we do have some guidelines set in place. Thanks for the review!', 'modified': '2020-02-18T19:21:13Z'}"
