review,rating,isEdited,title,userName,date,developerResponse
"I was fairly new to using Afterpay, having to go online each time to check my payment schedule or my order information, it was so slow and glitchy as my connection is not that great. Also in making a payment. I wasn’t sure if I could make a payment early and when I logged in on the server, again it was a slow a glitchy process. I didn’t even realize there was an app!! Downloaded it, and within seconds I had my orders there for me, with my payments shown and what is still owed on a little color circle ⭕️ chart. Also it lists it in a linear traditional way which is where you can click on it to enter your payment. It tells you at a glance what is owed in a dollar value statement and lists in various days out. It is so very easy to use. And I really like that you can search and look for retailers on there that accept Afterpay as a payment method. It is a top notch app. I have absolutely no complaints. Anyone who has an Afterpay account needs this app. Thank you!!!",5,FALSE,Easy to Use and Practical!,AlohaCCC,12/25/2019 16:57,
"I Am very very Pleased with this app . I haven’t had a app that is as easy , fun & secure as this app is . I’ve had nothing but 1 tragedy after another for the last two years . I won’t give u my sob Story ‘ I will tell you how this app has helped my family out of Hard hurtful trying Death filled years not to mention help keep us clothed, Clean & that has Made it possible for my Husband to get the Life saving medicine for his dying liver ‘ Now being able to afford the medication his liver is now Healing & I’m looking forward to many more Beautiful years with him adding to our 27 years . Every store that uses this app has also played a part In our lives moving & breathing it forward. Yes Breathing it forward now Soon I can pay it forward. Thanks To Afterpay I have A beautiful future to live dream and Care about all because of this app . I cannot Say enough great things about this app. Thank you & Many many Great blessing to those that make this possible Thank you a million times over !",5,FALSE,All Star Team *************,concrete kimmy,1/17/2021 16:26,
"So I just got word that I needed steel toe boots for my new job and I was super low on cash and also certain types of boots fit me differently I range from Men’s 8-9.5 and I was looking into stores that were nearby that accepted Afterpay and had the boots I needed and in my size because there is a “order online and pick up in store” feature I was also looking for because I wasn’t going to be in town for my new job that starts right after Super Bowl, and couldn’t risk it getting my boots in on time. So thankfully DSW had some
Boots I walked in tried on 3 different sizes and made sure I placed my order before I left and just gave them a little heads up I submitted an order and they told me I should get an email in a few hours for pick up. 
Only downfall was My first payment was due immediately good thing I had enough to cover the first payment. 

Also it would be freaking awesome if Afterpay teamed up with SouthWest Airlines you know for those last minute emergency or get away flights. Maybe in the near future😉",5,FALSE,Saved by AP!,Davian Elijah,1/31/2020 15:54,
"These folks at Afterpay truly care about us. Regular, hardworking people. They truly want us to be able to have nice things but still able to afford it. I’ve been using Afterpay for months and have found it to be the best payment option. I have used other “Payment Apps” but Afterpay is truly the only FREE one. The only way they would charge you is if you’re late on a payment which is nearly impossible because Afterpay e-mails you 4 days prior letting you know you have a payment coming up. No extra percentage to pay, no extra fees, nothing. I ran into some trouble and send a hardship form to Afterpay to see if they could delay my payments and they delayed my payments not only to the day I said I can resume but they went ahead and added an extra week so I can make I’m able to pay them. I can’t thank Afterpay enough. I will continue to use them forever. THANK YOU KIND PEOPLE! these are not greedy, money hungry people. they want to see you succeed as well.",5,FALSE,Afterpay is heaven sent!,Esmeraldurr,8/30/2019 16:19,
"I love afterpay, I use it to buy myself anything I want or might need. I’m a mom of 3 who always puts my babies first and a lot of time that means I go without, which is fine. I really love afterpay, I use it to buy myself new shoes, sports bras, skincare products, etc that I can’t afford to pay outright for. It’s awesome. My only complaint is if you don’t have money in your account at 12am the morning you payment is due they count you faulty, instead of doing so if your payment isn’t paid by midnight the day it is due. I always pay my payments the day they’re due, the majority of the time I even pay them crazy early, so to have them count against me despite getting money in my account later that day (pay day) and making my payment is frustrating. I’ve never been a day late, always paid the day they’re due if I’ve not paid them earlier so I feel they should revise that. Other than that I’m just afterpaying my way on up. I appreciate the ability to get things and make payments, it’s a massive help for working moms and dads out there.",4,FALSE,I love afterpay....but,s.phil.88,4/16/2020 16:21,"{'id': 14719787, 'body': ""Hi s.phil.88, Thank you so much for the love, and most importantly for your feedback. We've been hard at work on something we think you'll really like—stay tuned! :) - Team Afterpay"", 'modified': '2020-04-17T03:24:48Z'}"
"Afterpay is the best way to purchase items when you don’t feel like draining your account. Or better yet to buy an item that is otherwise to expensive to purchase as one of your normal everyday items so just think of that $250 hair styling tool you have just dreamed of but just didn’t have the money all at once to purchase the item. WELL..... purchase thru Afterpay and pay in 4 consecutive payments that are 2 weeks apart from one another. What a GREAT IDEA!!! I basically purchase everything through Afterpay!! My one and only complaint which is minor for the normal population as I’m disabled and only receive my paychecks once a month. So it would be so great for me if Afterpay would base their payments on your payscale or do once a month like QVC. But again that is minor for 99% of you Americans so please don’t hesitate and jump in and try it. NO AFTERPAY DID NOT PAY ME FOR THIS ADVERTISEMENT AS THIS IS TRULY HOW I FEEL.......... Have a nice day!!!

Sincerely,
Dawn Bonura",5,FALSE,BEST WAY TO SHOP,Beingsafe,8/22/2020 1:23,
"I was very excited to use this service but at one point I needed to update the payment information and the app would not accept my card, but it was telling me that payments went through. Yet they were not posting. I called customer service and the rep just wanted to show me how to add a card - which I already tried three different ways - instead of listening to me that the app was not accepting it. So he HUNG UP ON ME. I called back and a new guy let me know that the app doesn’t always accept payment methods and it can be done on a desktop. So the app is crap.

Additionally: I tried to update my password and the app would t accept that and told me that the password I was tying to use was TOO SIMILAR TO PASSWORDS ON OTHER ACCOUNTS - which means Afterpay has granted themselves access to all of my passwords!!! I NEVER authorized this. 

This company is VERY sketchy - they make it sound like they are doing something for you,  it they are taking access of your personal information when you install the app - so consider this before doing business with this company. I won’t use them anymore, and will likely stop ordering from the company that roped me into using them (DSW). HORRIBLE EXPERIENCE.",1,FALSE,SUPER SKETCHY COMPANY - PLEASE READ,wee_carmella,4/18/2019 12:34,
"Extremely easy to use and keep track of my payments. AfterPay notifies you about payments, they don’t put a hit on your credit and it’s so quick when using it through other retailers. The app is well put together, and organized. It makes it great to buy things you want but can’t pay for all at once. I’ve used AfterPay for so many different things and still do! Makes life easy! It’s as simple as pay the first payment and go... they don’t use credit limits, just split into four and can be paid off at any time you want rather than force you to make the payments until it’s paid off, and doesn’t charge interest. They work with you if you need to move the payment date too! They work with large amounts of money too! I’ve used it on hundreds of dollars worth of purchases when I was in a bind but needed something. It’s a lifesaver. Definitely recommended this to friends many times.",5,FALSE,Great App,MandyCattt,8/6/2020 19:28,
"I purchase things regularly through Afterpay. Over the past six months I have purchased a bunch of stuff, I’m not huge on going clothes shopping so I love that I can find new things and order them. I bought a pair of Nike Air Max 95 that were $160 from finish line which normally I would feel weird about spending that much on shoes but when you can break it up into 4 payments, it does not feel so bad. 

It’s also awesome that you get what you order right away and don’t have to wait until you have made all 4 payments. Can’t say enough how awesome it is, but a hoody, make 4 small payments and it’s done. I know there are other apps out there offering the same service but I have ordered quite a lot so far and they have been super reliable, never had to follow up on an order, never had to contact service, always is approved at check out without issue. Super happy I found this app.",5,FALSE,"Amazing, just a amazing",Leo the unhappy,6/21/2020 14:28,
"I have been using this app for about five months now and I love the feature of being able to shop and pay in installments overtime. Although I had a rocky start with getting started because I was approve to use the app, but I had some issues with the verification process. However, I’m glad that everything worked out and I’m able to be a customer with Afterpay. The process of ordering through their app is really simple and straight forward. I’ve only had one complaint and that’s with the returns/refund process. I say this because Afterpay does not state on their website exactly how the refund process works, or how the credit will appear when credited back to your designated account. I did speak with customer service about this issue and the representative was very understanding of my concerns. Overall I’m a satisfied customer. As long as you repay your installments on time you’ll be a customer for life.",5,FALSE,Rocky Start,Ombre'02,8/17/2019 23:38,
"The convenience and alert system with this app is getting better and better. I love the notifications I get on my hive now for all upcoming payments and the new variety of stores available. When I first used Afterpay in October it was for some happy birthday to me gifts from Free People for everyday life’s love of fashion and their sales...when they have them are just a must but I don’t always have the funds at moment since as we all know most online deals are now flash sales, 2-day and the like. Having a budget for last minute wants or for career needs I just can’t logically see passing up...to my guilty pleasure website recently added in the last few months Dolls Kill makes me smile while only having smaller, interest free payments monthly till I’m done. And yes all returns from stores go back to your method of payment used on Afterpay. That was my first question so I figured I would share that. Easy peasy.",5,FALSE,Best app ever!,JocelynMusic,4/21/2019 10:10,
"I love afterpay because it doesn’t matter your credit or how much score as long as you have the money to pay what you owe. Also they have free interest unless you don’t get your payment on time, and their customer service is THE BEST. I had my card replaced and my payment was due before the day I could get my card information, so I contacted them thru email to notify I will not be able to do the payment since my card was being replaced, in less than 2hs they gave me a solution for it, and I made my payment when I received my card without paying interests.

If you’re looking forward to purchase something but make it easy to pay it, or are too young to get a credit card with a bank, this is TOTALLY your app. It would not build your score, BUT you would definitely be able to purchase expensive stuff and pay idk $30 every 2 weeks",5,FALSE,"No credit needed, Love it!",Melanybm,1/26/2021 7:05,
I love the option to pay in installments!! My only issue is how long they “penalize” you when you make a late payment. I started out having 2 and 3 open installments with different retailers at the same time and paid every last one on time(my payment history can prove it). After something like 10 previously paid in full orders I was late with one of my final payments and paid the $8 late fee. Well from that order and for the next 7 or 8 orders I wasn’t “allowed” to purchase more than one order on installment at a time and it had to be under a certain amount. That really disappointed me due to the great payment history I had! After several months and several orders the last 3 of which I paid before their due dates I was taken off “punishment”!! Customer service representatives cannot do anything about it..they say it’s all up to the automated system 😑,5,FALSE,Love this option,Age G,1/14/2020 20:43,
"Afterpay is a practical resource that helps stretch budgets between paydays. Sometimes that perfect shoe or bag is on sale before our payday comes.  Afterpay helps minimize cash flow challenges by allowing scheduled payments for must have purchases. Afterpay helps to better budget and plan purchases as well as monitoring spending without the expense of finance charges. Afterpay is a smart tool that realistically responds to our economy in this technological  new age. For people seeking to minimize debt service, new to establishing credit or even credit challenged - Afterpay is the answer. For new credit seekers, Afterpay helps to establish good payment habits over a short timeframe, for credit challenged Afterpay is a good alternative credit option that allows you to pay in a short timeframe. For those wanting to reduce debt service Afterpay doesn’t charge interest. So Afterpay is a win win for everybody.",5,FALSE,Afterpay helps stretch the dollar between paydays!,ljjjkp,9/16/2020 19:15,
"I absolutely love afterpay! It helps me get items that I want and need right away, then I just pay them off over time. No fees (unless you default which I never have) and i now don’t have to resort to putting items on my credit card. In my case I get paid once a month not every 2 weeks so what I do is just make sure that I take out 2 payments out of my check and have them avail for automatic withdrawal. It works for my perfectly. Another thing I love afterpay for is getting items on sale when I come across them. How many times have you seen something and it for sale for an AMAZING price but you can’t afford it. Now with afterpay you can pick it up right away and save yourself money in the long run! They have so many online stores they work with and are adding more everyday!! Keep up the good work afterpay! You will ALWAYS have me as a customer as long as the service remains free!
TT",5,FALSE,Love afterpay!!,TyffTyff,7/3/2019 14:39,
"So, technically, I’m  “Generation X”. Yes, I’ve been on the internet since 1995. Yes, I wore all the hip 90’s clothes, listened to all the hip bands, hell I was a Scenester before it was Passè. But I digress...

All these years I never opened a line of credit. Heck I never even owned a credit card!! I mostly eschewed banks as well, sticking to cash and online payment systems during since their inception. So essentially..  I have no credit!

As a grown adult, it was starting to be kind of a pain. Kind of embarrassing. On one hand I never had to deal with the woes of financing and monthly payments like most of my friends. On the other, I had to basically save and buy everything up front. And could not do things that required credit checks. Like, signing for an apartment lease. 

Enter AfterPay. It’s teaching me how to responsibly make payments without “The Man” watching over. And it’s so,so much way cooler than Fingerhut (which if you are my age you know what I mean). 

So thanks, AfterPay, for making me choose my financial decisions more carefully and responsibly, and for not putting the ol’ credit score ball and chain on me. I’ve been able to make purchases that I genuinely needed, which would of been not possible otherwise. And yeah, a few purchases of stuff that I totally didn’t really need. 

But hey.. they are paid off.",5,FALSE,Not just for those millennials...,Its That End User Again,5/23/2019 3:23,
"I had reached out to Customer service because the app would not let me use my card. They claimed someone was using it but I had no history of usage since my card was brand new at the time. I asked them to remove the card from this account I was not aware of and they said they could not. I don’t know why you can’t remove my supposed card information from an account, especially if it’s not mine. I even went as far as looking into identity theft, nothing suspicious in any of my reports.  So I couldn’t use the app whatsoever. Then it came time to delete the app and removing my information was similar to removing it from Robin Hood. It’s difficult, almost impossible and the people do not work with you nor is communicating with customer service easy. Trying to get ahold of people is extremely difficult. I will not use or even think about using this app again. This is a review for not only customer service but the app itself. Not allowing my to use my address telling me it’s incorrect, which is confusing because I live there. That was an entire process itself was complicated.",1,FALSE,Horrible,Kinky fun,3/9/2021 5:47,
"Afterpay is the best thing ever since Apple pie. This is better than having any credit cards. It makes managing when to pay off your debts without all those extra fees. The more you charge, no matter the amount, it establishes credit with them. You don’t have to wait months to get a higher spending amount and every two weeks, etc. OMGoodness. I haven’t had credit cards in years but was wanting to purchase things and just didn’t have the monies but afterpay is just the best thing ever. I have told my sister and mom about it and hey could not believe how easy it was to establish credit—hassle free. Love it. Don’t go nowhere afterpay—I will never shops another way again. When have you been able to purchase 10 pairs of shoes from Dillards, using afterpay, for $300, but only put $66 down and actually have them delivered, confirmed by email. I just love it.",5,FALSE,Love it,Lafy T,2/27/2021 22:17,
"So I, like almost every woman desire to have designer purses, makeup, self improvement things, clothes, even nice things for my pets! But- I can’t always afford them full price all at once, with after pay I can shop for things I want and have my cart total divided into 4 payments! After pay has a HUGE selection of stores to buy from and there is no interest! The only reason I didn’t give 5 stars is because it caps your orders at a pretty low number. I had 2 orders each only $12 a week (for 4 weeks) and when I went to do another order for only $20 for 4 weeks it said I had to pay off my other orders first. That is my only quarrel, not a HUGE deal, I get they are trying to protect themselves but yeah.... 

Give it a try! If you’ve been saving for that one thing you don’t NEED but WANT and DESERVE, afterpay let’s you get it without going broke over it :) thanks Afterpay!",4,FALSE,"I get what I want, when I can’t afford it!",Leahjeann,1/6/2020 0:01,
"This is such an amazing service. I don’t have the world’s greatest credit score, but it’s mostly because I just don’t have enough credit history. It’s like “apply for this card & build your credit”, but then your application isn’t approved because you don’t have enough credit history! It’s a maddening “catch 22”. I miss out on certain things because I need the opportunity to break it up into payments that generally comes only with a credit card. It’s a great tool for getting the hang of managing your money very simply...and you don’t have to wait to purchase something you love until you’ve saved enough, only to have it be gone/sold out, or to inevitably use that money for something else just because you have it...saving is very challenging when you have money burning a hole in your pocket! I highly, highly recommend Afterpay!!",5,FALSE,LOVE THIS!...No Catch 22!!,pix E queen,3/24/2019 9:58,
"I started using afterpay a year ago. Even then it was great but in the past year they’ve become amazing.  They have the best rewards system hands down. The only thing that I would change would be allowing for more time when rescheduling payments.  If I’m rescheduling a payment it’s probably because it would be a huge help to reschedule until next pay period, not just a few days. And, my one interaction w customer service was meh. They just directed me to read a page rather than answer my question, (the page discussed the topic but did not have the answer) but it wasn’t an important question so no biggie. It goes to show how good they are if I haven’t needed customer service in a year! 
Overall Afterpay has been a huge help financially, especially being a single mom at Christmas with three kids! Thank you, Afterpay!",5,FALSE,Best of its kind,lcs80,2/1/2021 22:03,
"(Tip: If you’re having issues with the app, use their website ON A COMPUTER instead.) I used to use Klarna (if/when it would work) and that was such a horrible experience that I gave up on the “shop now, pay later” experience. I don’t like owing money anyways. I recently discovered a new online superstore and they offered AfterPay so I tried it. LOVED IT! No shady credit checks or unreasonable interest rates (no interest at all actually.) I’ve used AfterPay at least 6 times now. I used to only be able to have 3 orders at a time but now I’m on a very generous credit limit! I hope Etsy and EBay join the AfterPay community soon! Not to mention how many great retailers AfterPay has introduced me to. I can definitely afford the things I purchase but it’s such a relief to be able to make 4 installments over the course of 8 weeks! I highly recommend!!",5,FALSE,The Absolute Best!,Hershey W.,9/11/2020 12:29,
"Used to LOVE Afterpay, fairly easy to use, good idea you want to make bigger purchases and split the payments up, but customer service has gone down hill. I made a purchase with an Afterpay retailed, which Afterpay took its first payment and it cleared my bank but then me an email a few days later saying that the order was declined. I called the retail and asked if they could confirm this with me and they told me nothing was cancelled, just the shipment was on hold waiting to be processed. I have been emailing and submitting messages on Afterpay with no response. I haven’t even asked for the money back yet, I just want to know what is going on. Usually when I have a question, I get a response fairly quickly and it’s done with. I looked at Afterpay on BBB and it’s not good, a lot of issues with returns and sending people into collections. I will just say this, it is buyer beware. There are other places like Klarna and Quidpay that do the same thing and have better customer service, people who willing and ready to resolve all your problems!",2,FALSE,Ugh...it’s ok,jdjdjdheudhdh,10/30/2020 21:22,
"AfterPay has been great so far. I have been using this app since January of this year. For me it’s convenient with saving money, not having to pay full price upfront has been the best. Just make sure you make all payments on your account the day they’re due. They will send you payment reminders in advance to make sure you have correct funds in your account before each payment is deducted. I like to make a payment in advance sometimes if I have the extra money to. I have watched my credit amount ( spending limit ) go up and up consistently. I always receive my orders very fast. The app is easy to navigate and the search bar is a plus to find stores faster. They’re constantly adding new stores to their list that take AfterPay as a form of payment. I’m very satisfied with the overall experience. Thank you AfterPay 😊",5,FALSE,Great App 👍🏼,Kstnd327,9/21/2020 13:28,
"So this is literally the  FIRST and only review I’ve ever given..here it goes!
I had heard about Afterpay and I finally decided to try it out...NO JOKE I am extremely happy I did because if there’s a sale going on and it ends in a couple of days but I don’t get paid until the following week I can still get the products I want and be able to split the payments into FOUR! EVERY TWO WEEKS! 
They’re super amazing and truly understand consumers! Anddd you have a 10 day grace period to make your payment before you get charged an $8.00 late fee charge! 
THANK YOU AFTERPAY for creating something super amazing that doesn’t require a credit check and ridiculous interest rates and gives a pretty awesome 10 grace period! 
Awesome for birthday gifts 🎂🎈(since there’s SOOO MANY companies that now use Afterpay) anniversary gifts, 🎁🥂and splurging on something for yourself!!! 🛍😍",5,FALSE,THE BEST!!! 👍🏻👍🏻,Blackrosechick,7/12/2020 3:07,
"Afterpay has completely changed the way I shop online! It's been so helpful especially since I get paid every two weeks! I have made several purchases and they start you out with a decent spending amount! I've made 5 purchases over the last few months and have already had 2 spending limit increases. I love the fact that I can use it for big purchases or small ones..I recently made a $40 total amount purchase to be paid every two weeks with a total of 4 pymts.. New stores are added constantly! I'm a single mom and it's been so helpful for us. Instead of having to buy school clothes and shoes in one chunk I was able to get the things I love for my kids and not have to spend a whole paycheck! I have nothing but good things to say about after Afterpay, thanks again!",5,FALSE,So glad I gave Afterpay a Chance!!,Laddiesmommy,11/17/2020 20:46,
"I have never had an issue with after pay. I have always paid my balances, until one payment was late due to me not earning an income for a period of time. I still was approved for purchases after I became gainfully employed. Recently, I tried to buy shoes for my daughter and hair products for myself. Both purchases were denied. The reason given was that my Afterpay balance was too high. It was $53!! Really? So I paid what was due. STILL did not get approved for a purchase. I’ve had 3 purchases going at the same time with no trouble and the balances were higher than $53! I’m beyond irritated since now my afterpay balance is $25 and I still cannot make a purchase! I tried calling them and got no one on the phone. I’ve been using Afterpay for a year now. Looks like our relationship is over since I can’t get approval with only having a $25 balance.",4,FALSE,"Loved at one time, but now, not so much",dbvic,8/17/2019 1:58,
"Hey all that are interested, am new, havent made a purchase though, I always read ever crossed t and dot i’s meaning read all. Moving forward. This review post, was due to a review I read, of course before doin any purchase, as the majority of us do. 
Furthermore, the first I read and only, she wrote a negative experience. However, if I didn’t read wrong. She claims she paid 2 weeks after purchasing, and it all went bunkers....as I read the following. AFTER PAY? Did say ONE MUST PAY the first payment of order. The very second you make an order. Due to this is why I believe the customer, with the neg. review had an issue. 
I mean is common sense, like the
Majority of these payment methods, to begin by at least paying the first payment, for the first purchase. Just saying and sharing. She perhaps didn’t read correct or comprehend.",5,FALSE,After reading review,CMA DESPARATE JOB SEEKER,5/15/2020 13:27,
"AfterPay is easily one of the best apps out there. Having the ability to finance my online shopping habits without adding purchases to my credit card, which are usually reserved for emergencies and other day to day expenses, is absolutely amazing. The four installments are perfect for larger purchases that I usually would not make. As a college student, my wardrobe is constantly rotating and being able to wear what I want and buy what I want really helps the lifestyle I want to live while still being financially responsible. I have used Afterpay for many of my purchases some even including refunds. If I can use Afterpay I will use it no matter the amount of my purchase. They have a lot of retailers to shop from and keep adding more all the time with the best deals!  Being able to pay early if you want to is absolutely perfect for my budget!",5,FALSE,yes... yes... yes!!!,Brebillion,9/1/2019 15:25,
"I don’t ever do reviews but Afterpay deserves a review. Afterpay has made my financial life so much easier since I opened a account. I have like no credit at all but no bad credit either and they did not deny me. I can afford things for my kids now and myself! That I wouldn’t be able to afford originally. They split my payments up into four and that way it just makes it easier on me. And with this virus going on a lot of people lost their jobs or got laid off including me, and Afterpay worked with me because I was so afraid I wouldn’t be able to make my payments but I called and they so kindly helped me and we figured out a way and everything worked out:) I am so so happy with everything they offer. I cannot say enough good things about Afterpay. If I could give them a gazillion stars I would! Thank you Afterpay!!!!",5,FALSE,Very satisfied,chubbbbbeyyyyyyyyyyyy,6/12/2020 15:54,
