developerResponse,userName,isEdited,date,rating,review,title
"{'id': 3942322, 'body': 'Thanks so much for taking the time to leave us such a thoughtful review, Janice! Our brand team would love to chat with you about the ways Earnin has helped you, and to hear your experience! Please send them your story to stories@earnin.com. Wishing you the best!', 'modified': '2018-06-22T15:01:03Z'}",❤Janice ❤,FALSE,10/5/2017 18:41,5,Let me start off by saying just like majority of the people that download the app and give it a try I was VERY skeptical as I am with most things online these days. It honestly just sounds to good to be true. But this is not a fake review so let me be the first to tell you this app is 100% legit. Now as far as the trouble people is having you have to expect it especially when your dealing with a government banks but after the approval from your bank and employer you are pretty much good to go. I personally had times where I just needed some extra cash just to hold me to hold me over till my next payday and was force with the only option was to get a rip-off payday loan. Sometimes u may be in need of a simple credit card  payment due or a bill or even gas to commute to work for the rest of the week and don’t need a loan for hundreds of dollars this app helps with that on another it’s crazy because something like this is for the average 9-5 worker who often overlooked. This app is a game changer and I def think of you are skeptical give it a try and see how it works! Do not listen to negative reviews everyone don’t have common sense use your own.. On another note I’m surprised this is even legal lol most of the good thing that are created to help society terrible people put a stop to it. I hope this app blows up and change lives and outlooks as it did mines!,Game Changer!
"{'id': 10249191, 'body': 'Thanks so much for taking the time to write us such a great review, Meg(aladon). We love to hear customer stories, and it sounds like you have a great one. Please send an email to stories@earnin.com so we can chat more. We want to hear from you!', 'modified': '2019-08-20T04:07:14Z'}",Meg(aladon),FALSE,8/7/2019 13:49,5,"So, I’m a dumb millennial in an expensive world working an underpaid job. Story of a lotta lives these days. With my budgeting skills (or lack thereof), I had to limit myself to 10$ a day for food after I got my paycheck. Sometimes I had to go a day without a meal out of paranoia for not being able to pay my rent. But then Snapchat showed me an ad for Earnin and I thought what the hey, right? I gave it a shot and I NEVER went back. Earnin is AMAZING!! You can choose how much money out of your work week that you need on the spot, you can pay it forward and help others unable to tip, it rewards you with more cash outs as you use it, and it’s helped me finally feel good about the work I do! Now I’m not starving myself when I get into work, and I’m able to even sometimes treat myself confidently knowing that I still get what I need for my rent yet also can get some in advance for myself! I love this app and I really wish I could help spread the word. Every time I tell my friends about it, they are scared about sharing their bank info with a third party app, but it’s super safe. I even used the chat room on my first week since I was scared and they walked me through every insecurity! In this day and age we are so paranoid about our money, but I promise, this is an app that has nothing to hide. Besides- ITS YOUR MONEY, they’re just helping you get it!",One of the best apps EVER
"{'id': 7126259, 'body': ""We're incredibly grateful we could help, and that you took the time to write us such a kind review. Hearing about your experience warms our hearts, and we wish you the absolute best. We're always here if you need us! :)"", 'modified': '2019-02-02T07:48:59Z'}",MarccBosch,FALSE,2/2/2019 2:18,5,"First off, this is a real unbiased review! This app is really easy to use and convenient. I rather borrow money from myself than ask someone for a hand out ! When you have something due rather it’s rent, mortgage, credit or utility bill, you don’t have to worry about it being late . Hey sometimes life happens and I’m so grateful to have this app. You can easily add your employer and bank info to Earnin. It tracks your working hours in the background , and it allows you a weekly limit  based off your direct deposits from your job. Your max payout weekly could be up to $500. Anyway this app is perfect but please use it wisely. You wouldn’t want to get put behind from always having deductions from your checks! Try not to spend your check before you get it !

Ps: if you’re unable to use this app it’s definitely because of your job. I work at Pfizer and my checks that are deposited  weekly to my bank acc also says Pfizer . Now if some of you have jobs that aren’t even popping up on the map when you enter your employers address then naturally you’re going to have a hard time verifying your employer , and most definitely when it comes to tracking your work hours . Furthermore , if your weekly max keeps changing by the week it’s probably due to the high amount your borrow in comparison to how much money you actually make in a pay period .",Hey Guys
"{'id': 20216608, 'body': 'We are incredibly grateful that you took the time out to leave us this review. Our company values put customer satisfaction as a top priority and we are committed to our customers. It’s community members like you that make our job wonderful. We appreciate you being a loyal community member to Earnin. :)', 'modified': '2021-01-06T11:07:14Z'}",breegirl22222,FALSE,1/4/2021 21:11,5,"A couple years ago, I used Earnin for its cash out feature - and I was so impressed. I signed up for lightening speed, and it saved me a couple times when I was in line at the grocery store and realized my groceries added up to more than I thought (I was able to cash out while standing at the register, and then swipe my debit card). It saved me in other instances too, and I always had great interactions with customer service. Not to mention, choosing how much to tip (how much to pay for the privilege of borrowing the money) made me really appreciative and feel I could trust the company.

Recently I was looking for a savings account, and saw Earnin had this new feature called tip me. It has a limit of $2k, but provides the ability to divide your savings into multiple jars (Christmas, vacation, etc). On top of that, it assigns you tickets for a chance to win some cash for every $10 you save! The account does not provide you interest, but I feel that Earnin chooses to be ethical because they cap the combined savings at $2k. So once you reach a goal, or get near $2k, you can transfer the money to another savings account that pays interest.

My experience with the company has been excellent, and I think very highly of the development of their app. They’ve combined fun with money, and I look forward to see what else they develop!",Awesome company!
"{'id': 8097724, 'body': 'We are glad to hear that you have found the app helpful! :)\n\nSince you\'re enrolled to Automagic Earnings, which doesn\'t account for any vacation/sick/PTO hours. You can still upload your earnings if you have access to a timesheet or a letter from your HR/Payroll dept showing the hours you have for vacation, etc. you can send that over to support and they can manually add these for you. You can contact support by pressing the ""Chat"" button in the app, or emailing support@earnin.com. Thanks! :)', 'modified': '2019-04-07T21:24:11Z'}",Taminator72,FALSE,4/7/2019 13:32,5,"Yes, I know, too good to be true, right? But I’m telling you, this app is absolutely everything it says it is. I looked into a few of these apps, & all of them have either a monthly fee or the money takes days to show up. If it’s an emergency, I don’t have days to wait, I need the money now! With the Lightning Speed it only takes a few minutes to show in your bank account. I was surprised to see that my bank was listed, since it’s a small town bank with only 4 locations, but it was there. Also, with my job, I’m only in the office for a few hours each morning, then I’m working the rest of the day driving. I was afraid the location services would only show me getting paid for a few hours a day, but this was not the case. It shows the entire day’s pay. 

There is only one improvement I would suggest. There have been a couple of occasions when I was off work for a few days because of illness or vacation. I was still getting paid for those days with sick leave or vacation leave, but the app showed no earnings since I didn’t physically go to work. Therefore I could not cash out until I returned to work. There should be a way to verify that these are paid days off, making it possible to cash out before returning to the job. Other than that, this app works perfectly.",This is the real deal
"{'id': 6740546, 'body': ""We sincerely apologize for the issue and the delayed response from support. If we debited your account before payday, we'll be sure to refund the overdraft fees you received. Please send us an email to reviews@earnin.com for assistance. Thanks for your patience."", 'modified': '2019-01-09T02:36:19Z'}",Tai318,FALSE,1/8/2019 3:53,2,I’ve been using Earnin for about a year now. It started off great & ran smoothly there were no issues with my bank or cashing out. I recommended it to all my friends and now I regret doing so. I went from getting my questions answered within an hr to having to wait an entire day IF they respond instead of just closing my tickets. The worst part is for the last 3 pay cycles they’ve been debiting my account days ahead causing overdrafts. I’ve been going in circles trying to get the support team to correct this to no avail! They just keep asking me to send screenshots that no one is clearly taking the time to go over. Nothing has changed for me to have continuous issues all of a sudden after months of using the app successfully.  My account is now in the negative & I’m receiving emails saying my bank has bounced part of their drafts so my account is on hold.  You can’t draft my account 4 days early and blame it on my bank when my pay schedule is in your system and I’ve sent countless pay stub after pay stub reflecting my deposits! To make matters worse as a result of their screw ups my pay period max has been reduced from 600 back to 100 after I worked to build it and never had an issue paying back until they started debiting early. Customer service has really declined and the app really seems to be going downhill 2 of my friends with different banks have also been experiencing the incorrect debits dates . I’m really disappointed!,When it’s seems too  good to be true it IS!
"{'id': 15432859, 'body': ""Thanks for leaving us such a wonderful review. We're thrilled that you loved your app experience; our team will definitely be happy to read what you wrote. We put customer experience and satisfaction as our priority, and your review reaffirms the hard work we put in every day. Thanks for your kind words, and appreciate your support!\r"", 'modified': '2020-05-20T04:12:49Z'}",Jimbadrow,FALSE,5/19/2020 22:45,5,"Aside from providing cash for those living paycheck to paycheck, this app provides an option to tip extra to help others, amazing customer service, a community of big hearted people, automated savings partitions, automated balance shields to prevent overdraft and free instant deposit.  

The people that made this app and their employees are really all about helping each other out.  I wanted to test out the deposit speed if I was facing an immediate overdraft and pulled out a portion of my coverage.  I tipped 20% of my withdrawal as it wasn’t a same day need (they cover your instant deposit fees) and I was alerted that my tip was covered by another user who paid it forward. They show how many others you can help out by increasing your tip as this is basically a free service.  The quality of service they provide while being short staffed is great, they must be working night and day to still ensure that people are activated as quickly as possible. This app is all about paying it forward and helping each other overcome the financial obstacles we are faced with in our society.  

It’s amazing to see the power of good will in action and this app/community is a perfect example of selfless kindness.   Knowing that someone has your back when your down is incredibly inspirational.  They are the real deal.","Good people, huge hearts, selfless philanthropy"
"{'id': 5767206, 'body': ""We sincerely apologize for the troubles you've had with the app and support team, hlcorn3. We'd like to take a closer look into this, please send us an email to reviews@earnin.com so we can improve your experience moving forward. Thank you."", 'modified': '2018-11-01T20:38:34Z'}",hlcorn3,FALSE,11/1/2018 4:55,2,"I downloaded this app believing that I could use it based on the FAQ section in the app. I’m salaried so I don’t have a timesheet that I can upload. The app is supposed to detect when you’re at work by using GPS. However, this has  not been working for me. I do travel to other locations as part of my job and I was told that this may be why the app could not verify I was at work. I do work at the location that was verified in my app most days but it still didn’t record any of that time. I know people who have used this app when working for companies like Walmart where their timesheet is uploaded to the app and this worked out well for them. The app needs to be tailored better for those who do not use a timesheet. Customer service was okay but it took them a minute to realize that I wasn’t hourly (despite this being listed in my profile), and a large portion of their responses were obviously copied and pasted (which I don’t necessarily mind  if we can figure out the issue quickly). They also listed out several factors that had to be in place for the app to work such as location services being on high accuracy, etc. which were not stated upfront (and which I could not find in the FAQs either). I’m using the Dave app now which is a better fit for me and those times when I just need a few extra bucks until payday. I’m disappointed in the lack of communication and instruction from this app upfront and it’s inability to truly track my hours.",Good but only for a certain subset
"{'id': 11622840, 'body': ""Creating positive experiences is very important to us and we're so glad we're able to help out. Thank you so much for making our job wonderful! Stay awesome! :)"", 'modified': '2019-11-03T19:52:40Z'}",hfkgi,FALSE,11/1/2019 10:39,5,"Earnin has been wonderful for me. Whenever there has been a delay in the ability to allow me to cash out (change in pay plan, error in the system not calculating my time at work, etc) their support team gets it resolved right away through their chat service. And it’s real people talking, not just a robot. Sometimes I’ll cash out when I don’t even need it, because it’s great to be able to get a $100 cushion whenever I want. I know I pay that back of course, but I’ve never had an issue doing so. Also, there was a time that I relocated, borrowed $100, but costs of relocating arised and I knew I couldn’t pay it back on the scheduled date that they were going to deduct it from my account (also because my pay plan and pay dates changed) So I simply chatted with a rep and he moved my payback date to the following pay date without question or hesitation. This service is really here to help you out. And will work with you whenever you need them. Whenever you chat with support, you’ll get an email to rate your experience with the rep and a picture of them. It then gives you the option to select a reward for your review (boss buys them lunch, free Starbucks coffee, or a gift card). Be sure to always give them good reviews and click a nice reward. They truly deserve it.",Earnin is great
"{'id': 7660253, 'body': 'Wow! The team here at Earnin is thrilled to hear such positive feedback, Rachill816. Creating positive experiences is very important to us, and hearing about your experience really warms our hearts. The whole team wishes you well! :)', 'modified': '2019-03-11T03:10:05Z'}",Rachill816,FALSE,3/9/2019 21:01,5,"I actually don’t think I’ve ever written a review for an app, but I must say that today your app and your customer service just solidified me as a huge fan of Earnin.  Back in October, I made the difficult decision to relocate with short notice because hurricane Michael destroyed the area I was living in.  Naturally, it took a toll on my finances and I’ve been getting back on my feet very slowly.  Today, when checking my bank account, I saw a bill that I forgot was on autopay had withdrawn, leaving my account open for an overdraft fee.  Panicked because holy crap why are the fees so much?  Jumped on this app, saw I needed to update everything, so I opened chat support.  Vince, the chat rep, was seriously more than kind to my plight and not only fixed my account but told me that if I put my bank card on file, the funds would be available ASAP, rather than 1 business day later.  VINCE, thank you for helping to restore some of my faith in the customer service industry and just humanity in general.  I think we can all take a page out of your book when it comes to being kinder to strangers, as you just never know what’s going on in their lives.  Be the reason they can smile and forget their worries for a minute, just as Vince was able to do for me.  Thank you again, Vince, and Earnin for everything you guys stand for!",Customer Service
"{'id': 9426314, 'body': ""Thanks for such a thoughtful review, we appreciate your support! :) If you have a story you’d like to share regarding a time Earnin has helped you out, we'd love to hear it! Please send your story to stories@earnin.com so we can hear from you."", 'modified': '2019-06-30T20:29:10Z'}",John I*can*bury =],FALSE,6/28/2019 8:10,5,"When this app was installed by me at some 2 am in March 2019 I was just trying to get a bit of grocery money together since my wife and I were broke and in dire need. Now, as I write this in June on the 27th at 2:54 am I can say in confidence- to you, and anyone who reads- if you’re like me, although this is unique to my situation: a over time cramming working guy with a wife who’s in college and who’s federal aid (GI bill) has yet to hit and ease the bills that pile inevitably with one income- you need this app. I don’t mean to seem grateful, I am, I mean to sound awestruck! This app is saving my life, in that exact sense! If I did not have Earnin to help hold back the tide of hands that, honestly deserve the money from my accounts for the services I use- phone, insurances, vehicle note, credit card installments to name the choice ones- if I DID NOT have Earnin, my way of living would be thrown all the way out of proportion and I’d be lost in debt that would %100pile up if I didn’t take care of it immediately . Earnin lets me access my hard earned money fast, securely, and reliably when I need it. That is everyday nowadays mind you- everyday, and Earnin has not let me down once. :) I won’t let them down either. Get Earnin, and be sorry *only that you didn’t get it sooner!   •John•   ~La Porte, Texas~",Unexpected Expenses meet “The Solution”
"{'id': 4425645, 'body': ""Thanks for leaving us such a thoughtful review, we love hearing how we are able to help the community, DerLYen. If you'd like to share your story about how the app has helped you, our brand team would love to hear it! You can send your story to stories@earnin.com so they can chat with you. Wishing you the best! :)"", 'modified': '2018-07-27T13:35:11Z'}",DerLYen,FALSE,7/26/2018 9:38,5,"At first, I was extremely skeptical with this app. I thought any app that it going to have access to pay statements and effect your money directly has to be too good to be true or just a downright scam. I was definitely wrong when it comes to Earnin. I get paid biweekly and sometimes it can be quite the stretch to go without having access to any of the money that I make over the two week wait. Earnin gives me access to the money that I’ve worked for while not having to wait for payday. I can’t be thankful enough to the creators and those on the Earnin team! And when I had a question about something involving a feature on the app called Lightning Speed (which gives you access to your money within minutes instead of a day) not only did they explain that making a cash out before activating the lightning speed feature would mean I’d have to wait, they went the extra mile and cancelled my cash out so I’d be able to do my cash out again but have Lightning Speed available. This app is an absolute must for those who want or need their money early for whatever reason. And the way that the Earnin community supports itself and everybody that has the app works together via the tip feature is utterly and absolutely genius! Would definitely recommend!",Absolutely Blown Away!!!
"{'id': 5334782, 'body': ""We're sad to see you go, katie. :( If you'd like to use the app again, we'd be more than happy to help you setup your account. Feel free to contact us anytime. Thank you! :)"", 'modified': '2018-10-03T03:26:08Z'}",katie 🐶,FALSE,10/1/2018 18:44,4,"Awesome app, great service. Saves you from a payday loan hell. I used it for about 6 months, any time I had a small issue it was fixed within a couple of days. Suddenly, after almost 30 successful transactions (60 if you include them taking money back out of my account).... the app stopped working for me. possibly forever? kept getting error codes, waited over a month for all of the troubleshooting they could do. Still no idea of when or if it could be fixed. That was really unfortunate! I could see that really hurting someone, luckily the timing didn’t affect me.. but worth leaving in the review! Even though my last issue was unresolved, I do sincerely think the support did everything within their power to do. They had to rely on a third party running tests after so long, I just figured it was a waste of their time at that point and closed my account. Support always sent me messages when I was confused/frustrated or just following up... never a copy/pasted response which is refreshing in any customer service situation! The way my time with Earnin ended is the only reason for 4 stars instead of 5. They’ll get it figured out. When it worked it was such a godsend! Even though it stopped working for me, the technical issue was never resolved... I really appreciate their support throughout.",Great app! 😬 Just don’t use it as a crutch!
"{'id': 5663812, 'body': ""Thanks for the feedback, and we're sorry for the troubles you've experienced. We'd like to help fix your account, as well as making sure that it doesn't happen anymore. Please send an email to reviews@earnin.com for assistance."", 'modified': '2018-10-25T15:33:40Z'}",desi789,FALSE,10/24/2018 16:08,5,"I gave this review three stars because when it works it’s a great app and helps when you need a little extra cash to get you to the next payday, however recently like most reviews I’ve read they are having trouble verifying bank info and this seems to be a problem every few days. We send them all the necessary information, last pay stub, screen shot if most recent paycheck in account along with last 4 digits of bank account number and they fix it only to have it do the same thing a few days later? What could’ve changed in 2 days that it does it all over again after being fixed? I will say that customer service is usually pretty fast and efficient but as this is happening more and more the wait time for a response has been longer. They recently responded that my bank security setting make it harder for them to get the info they need so I went in and changed the settings but I’m sure we will have to wait another day for a response. Once the amount borrowed is paid back this may be our last time using this app. It was good for a little while at least.

I’ll add that we have been using this app for about 5 months now and usually it’s great up until recently when we started having all these issues",Worked well for a little while
