rating,year_of_founding,app_ranking_in_cat,num_ratings,app_size,BBB_num_rating,BBB_num_reviews,BBB_num_complaints,Trustpilot_rating,Trustpilot_num_reviews,company_size_ordinal,day_of_week,week_of_year,hour,year,month,yrs_to_review,lenDevResp,lenTitle,avg_rating,dist_to_avg_rating,stdDev_rating,dist_to_avg_BBB_rating,finance,shopping,private,public,A,A+,A-,B-,F,lenReview,Log_BBB_num_rating
2,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,4,13,18,2021,4,9,0,25,4.369230769,-2.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,1030,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,0,25,23,2019,6,7,0,20,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,871,0.198850859
1,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,6,28,5,2019,7,7,0,36,4.369230769,-3.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,1077,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,5,7,23,2019,2,7,0,12,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,837,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,0,34,13,2020,8,8,0,32,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,809,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,4,41,6,2019,10,7,0,20,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,1259,0.198850859
2,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,6,32,17,2018,8,6,0,15,4.369230769,-2.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,984,0.198850859
1,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,2,38,23,2020,9,8,0,22,4.369230769,-3.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,1041,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,1,10,18,2021,3,9,0,42,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,1224,0.198850859
1,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,6,1,2,2021,1,9,0,13,4.369230769,-3.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,1068,0.198850859
1,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,1,1,18,2021,1,9,0,29,4.369230769,-3.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,988,0.198850859
1,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,2,9,15,2019,2,7,0,23,4.369230769,-3.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,1045,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,0,37,2,2018,9,6,0,19,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,801,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,4,46,21,2018,11,6,0,15,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,781,0.198850859
2,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,6,45,6,2019,11,7,0,40,4.369230769,-2.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,890,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,2,18,19,2021,5,9,0,13,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,771,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,3,22,12,2019,5,7,0,27,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,786,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,1,33,20,2019,8,7,0,10,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,798,0.198850859
1,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,5,14,19,2021,4,9,0,27,4.369230769,-3.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,1013,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,4,45,1,2017,11,5,0,81,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,706,0.198850859
2,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,6,34,19,2020,8,8,0,12,4.369230769,-2.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,924,0.198850859
1,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,2,18,20,2021,5,9,0,45,4.369230769,-3.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,957,0.198850859
2,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,0,51,17,2020,12,8,0,12,4.369230769,-2.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,948,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,4,38,6,2019,9,7,0,13,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,763,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,4,21,11,2019,5,7,0,86,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,667,0.198850859
1,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,0,51,22,2020,12,8,0,24,4.369230769,-3.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,946,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,2,41,12,2020,10,8,0,14,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,707,0.198850859
1,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,6,41,12,2020,10,8,0,43,4.369230769,-3.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,1396,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,0,23,1,2019,6,7,0,20,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,705,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,0,37,3,2018,9,6,0,90,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,681,0.198850859
1,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,0,24,11,2020,6,8,0,18,4.369230769,-3.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,995,0.198850859
1,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,2,22,14,2020,5,8,0,22,4.369230769,-3.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,922,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,1,23,2,2020,6,8,0,40,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,681,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,4,23,2,2018,6,6,0,49,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,684,0.198850859
1,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,6,17,20,2020,4,8,0,18,4.369230769,-3.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,933,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,0,2,16,2019,1,7,0,19,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,753,0.198850859
1,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,3,38,0,2019,9,7,0,26,4.369230769,-3.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,1354,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,5,13,11,2020,3,8,0,21,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,682,0.198850859
1,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,5,26,21,2020,6,8,0,31,4.369230769,-3.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,908,0.198850859
4,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,1,25,12,2020,6,8,0,42,4.369230769,-0.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,734,0.198850859
1,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,0,43,18,2020,10,8,215,32,4.369230769,-3.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,901,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,2,3,19,2021,1,9,0,36,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,708,0.198850859
3,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,2,8,22,2021,2,9,0,26,4.369230769,-1.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,797,0.198850859
4,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,3,31,2,2018,8,6,0,19,4.369230769,-0.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,718,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,4,38,16,2019,9,7,0,26,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,710,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,6,49,16,2018,12,6,0,13,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,724,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,3,51,11,2020,12,8,0,23,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,712,0.198850859
1,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,6,36,3,2020,9,8,0,14,4.369230769,-3.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,921,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,4,28,10,2020,7,8,0,6,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,717,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,1,47,16,2018,11,6,0,15,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,692,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,4,33,2,2019,8,7,0,17,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,688,0.198850859
1,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,0,34,12,2019,8,7,0,56,4.369230769,-3.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,907,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,3,33,19,2018,8,6,0,20,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,674,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,0,10,4,2019,3,7,0,7,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,707,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,5,9,1,2019,3,7,0,19,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,693,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,0,48,6,2019,11,7,0,72,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,1034,0.198850859
1,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,4,43,8,2019,10,7,0,17,4.369230769,-3.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,907,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,5,6,20,2019,2,7,0,47,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,645,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,5,7,1,2020,2,8,0,26,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,606,0.198850859
3,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,6,10,16,2020,3,8,0,27,4.369230769,-1.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,765,0.198850859
4,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,4,46,18,2020,11,8,0,9,4.369230769,-0.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,699,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,6,1,4,2019,1,7,0,27,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,642,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,1,49,22,2020,12,8,0,10,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,634,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,1,32,18,2020,8,8,0,18,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,695,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,5,12,3,2019,3,7,0,34,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,615,0.198850859
3,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,4,20,13,2021,5,9,0,43,4.369230769,-1.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,688,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,3,23,16,2019,6,7,0,27,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,630,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,2,1,3,2021,1,9,0,37,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,597,0.198850859
4,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,4,22,20,2018,6,6,0,43,4.369230769,-0.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,650,0.198850859
4,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,3,1,13,2021,1,9,0,36,4.369230769,-0.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,620,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,1,33,5,2019,8,7,0,9,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,596,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,6,19,11,2019,5,7,0,42,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,585,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,0,25,17,2018,6,6,0,15,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,639,0.198850859
4,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,2,38,12,2019,9,7,0,21,4.369230769,-0.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,669,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,2,17,5,2020,4,8,0,24,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,633,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,4,45,0,2019,11,7,0,17,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,670,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,5,28,21,2018,7,6,0,39,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,592,0.198850859
4,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,4,34,12,2018,8,6,0,10,4.369230769,-0.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,680,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,1,46,6,2020,11,8,0,14,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,596,0.198850859
1,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,2,22,22,2021,6,9,0,59,4.369230769,-3.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,754,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,4,44,22,2017,11,5,201,85,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,600,0.198850859
4,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,2,18,20,2021,5,9,0,13,4.369230769,-0.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,693,0.198850859
3,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,0,34,17,2019,8,7,0,9,4.369230769,-1.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,726,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,6,36,0,2019,9,7,0,33,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,595,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,6,21,6,2019,5,7,0,17,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,624,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,6,15,2,2019,4,7,0,24,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,577,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,4,2,6,2021,1,9,0,35,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,612,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,3,43,19,2019,10,7,0,20,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,610,0.198850859
1,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,4,27,9,2020,7,8,0,10,4.369230769,-3.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,854,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,4,32,15,2018,8,6,0,27,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,589,0.198850859
1,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,5,52,15,2018,12,6,0,13,4.369230769,-3.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,802,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,6,15,17,2019,4,7,0,37,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,567,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,3,45,10,2018,11,6,0,31,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,604,0.198850859
3,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,0,15,11,2020,4,8,0,40,4.369230769,-1.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,694,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,2,3,21,2021,1,9,0,25,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,568,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,1,22,17,2020,5,8,0,13,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,575,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,5,52,13,2019,12,7,0,39,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,572,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,3,28,18,2019,7,7,0,45,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,555,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,0,9,11,2019,2,7,0,21,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,591,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,0,43,18,2020,10,8,0,29,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,542,0.198850859
1,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,2,23,17,2021,6,9,0,8,4.369230769,-3.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,806,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,0,42,21,2019,10,7,0,7,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,600,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,6,17,12,2019,4,7,0,22,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,567,0.198850859
2,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,2,8,21,2020,2,8,808,40,4.369230769,-2.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,720,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,2,48,14,2019,11,7,0,6,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,539,0.198850859
4,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,1,11,17,2019,3,7,0,50,4.369230769,-0.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,593,0.198850859
4,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,5,46,4,2017,11,5,0,34,4.369230769,-0.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,1043,0.198850859
1,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,0,12,15,2021,3,9,0,50,4.369230769,-3.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,759,0.198850859
3,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,5,6,18,2021,2,9,0,7,4.369230769,-1.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,647,0.198850859
1,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,4,18,21,2020,5,8,0,19,4.369230769,-3.369230769,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,821,0.198850859
5,2012,29,659500,76.6,1.22,201,639,4.5,4319,2,5,22,13,2019,6,7,0,28,4.369230769,0.630769231,1.358073284,198.964695,0,1,0,1,0,1,0,0,0,550,0.198850859
